INDEX_1,INDEX_2,TEAM,ROLE,E,A,D,DMG,H,MIT
374,3,1,DAMAGE,10,0,7,9451,0,1811
374,4,1,SUPPORT,4,8,4,2253,10026,0
374,5,1,SUPPORT,11,7,7,6015,5801,0
374,6,2,TANK,22,4,2,10321,901,4127
374,7,2,DAMAGE,20,6,3,8696,533,0
374,8,2,DAMAGE,16,3,6,9715,0,0
374,9,2,SUPPORT,8,18,4,1760,6702,0
374,10,2,SUPPORT,9,11,3,3582,8523,317
375,1,1,TANK,22,8,15,12605,4047,9109
375,2,1,DAMAGE,25,0,11,9776,0,0
375,3,1,DAMAGE,34,0,9,14984,253,3734
375,4,1,SUPPORT,4,15,16,939,9893,664
375,5,1,SUPPORT,14,18,9,7872,12944,469
375,6,2,TANK,33,10,8,17456,1288,11656
375,7,2,DAMAGE,34,1,8,16134,2750,0
375,8,2,DAMAGE,24,1,10,10643,0,616
375,9,2,SUPPORT,31,28,11,9227,7464,844
375,10,2,SUPPORT,14,19,10,4185,10872,0
376,1,1,TANK,24,3,20,14935,0,14174
376,2,1,DAMAGE,19,0,5,9006,0,0
376,3,1,DAMAGE,26,0,10,12320,192,734
376,4,1,SUPPORT,17,16,11,5799,12535,0
376,5,1,SUPPORT,12,14,8,4777,10190,1210
376,6,2,TANK,25,6,9,12024,549,14609
376,7,2,DAMAGE,28,2,11,9202,758,3775
376,8,2,DAMAGE,27,9,11,14612,0,1349
376,9,2,SUPPORT,27,14,7,10800,8813,176
376,10,2,SUPPORT,20,23,7,4902,12711,927
377,1,1,TANK,12,4,11,5479,555,3235
377,2,1,DAMAGE,11,0,4,7648,0,0
377,3,1,DAMAGE,17,0,7,8687,0,96
377,4,1,SUPPORT,6,10,8,2343,4600,552
377,5,1,SUPPORT,9,7,7,2464,4659,0
377,6,2,TANK,18,3,6,4856,791,2894
377,7,2,DAMAGE,20,4,7,9647,0,217
377,8,2,DAMAGE,25,8,4,9728,86,1476
377,9,2,SUPPORT,8,11,5,836,7495,380
377,10,2,SUPPORT,10,17,2,2659,7026,232
378,1,1,TANK,25,6,7,10870,0,14506
378,2,1,DAMAGE,22,0,7,8972,0,0
378,3,1,DAMAGE,13,4,15,9701,943,116
378,4,1,SUPPORT,11,14,11,5054,8145,1867
378,5,1,SUPPORT,16,13,7,6951,7995,813
378,6,2,TANK,26,1,8,12991,936,5782
378,7,2,DAMAGE,19,2,6,9458,1175,0
378,8,2,DAMAGE,19,1,9,7520,833,51
378,9,2,SUPPORT,13,18,7,4787,10016,1178
378,10,2,SUPPORT,11,20,6,6042,850,677
379,1,1,DAMAGE,18,0,6,6682,0,0
379,2,1,DAMAGE,17,0,9,7939,75,225
379,3,1,SUPPORT,12,8,7,3453,5710,0
379,4,1,SUPPORT,10,8,7,4005,3092,1339
379,5,1,,,,,,,
379,6,2,TANK,9,0,5,5132,1881,8377
379,7,2,DAMAGE,14,1,8,6213,0,137
379,8,2,DAMAGE,19,2,5,9146,0,2490
379,9,2,SUPPORT,13,13,5,2596,6069,1199
379,10,2,SUPPORT,11,15,6,2967,7338,811
380,1,1,TANK,9,2,9,7360,219,7558
380,2,1,DAMAGE,15,0,6,5031,0,0
380,3,1,DAMAGE,12,0,12,8228,199,22
380,4,1,SUPPORT,4,9,13,2930,5943,93
380,5,1,SUPPORT,7,6,7,3760,5647,0
380,6,2,TANK,26,3,3,9102,429,13216
380,7,2,DAMAGE,29,2,5,14358,0,162
380,8,2,DAMAGE,22,3,5,8164,1012,331
380,9,2,SUPPORT,7,18,5,1357,6417,0
380,10,2,SUPPORT,10,19,4,1858,7839,156
381,1,1,TANK,9,2,3,7364,0,3543
381,2,1,DAMAGE,6,0,3,4480,0,0
381,3,1,DAMAGE,6,1,6,4635,210,75
381,4,1,SUPPORT,6,6,5,1624,4313,618
381,5,1,SUPPORT,6,5,5,3292,6302,0
381,6,2,TANK,9,2,2,8967,47,6831
381,7,2,DAMAGE,17,0,4,6238,120,481
381,8,2,DAMAGE,12,0,6,4571,0,0
381,9,2,SUPPORT,5,10,2,1361,5888,435
381,10,2,SUPPORT,2,7,2,873,4370,0
382,1,1,TANK,6,3,6,7823,0,3234
382,2,1,DAMAGE,5,0,3,4662,0,0
382,3,1,DAMAGE,6,0,8,7492,726,0
382,4,1,SUPPORT,0,5,6,3299,6997,0
382,5,1,SUPPORT,5,3,4,4355,3332,352
382,6,2,TANK,16,8,3,7891,513,5898
382,7,2,DAMAGE,11,2,2,6730,0,0
382,8,2,DAMAGE,20,3,3,7533,0,137
382,9,2,SUPPORT,0,6,3,1025,8234,233
382,10,2,SUPPORT,1,10,2,750,8156,0
383,1,1,TANK,18,4,7,12866,0,8773
383,2,1,DAMAGE,12,0,8,5660,0,0
383,3,1,DAMAGE,8,2,11,4243,843,1216
383,4,1,SUPPORT,8,10,6,2466,9268,1638
383,5,1,SUPPORT,11,7,8,4477,5709,0
383,6,2,TANK,19,1,5,8100,0,12680
383,7,2,DAMAGE,26,0,5,7897,0,0
383,8,2,DAMAGE,12,0,7,6408,822,81
383,9,2,SUPPORT,19,15,5,7218,4881,0
383,10,2,SUPPORT,22,25,3,4815,10519,0
384,1,1,TANK,25,7,13,9471,0,15113
384,2,1,DAMAGE,31,0,5,9139,0,0
384,3,1,DAMAGE,22,5,13,7800,24,0
384,4,1,SUPPORT,10,18,11,4273,8705,1034
384,5,1,SUPPORT,17,17,9,7407,6731,79
384,6,2,TANK,25,10,4,10399,1553,4083
384,7,2,DAMAGE,38,3,8,15937,525,77
384,8,2,DAMAGE,21,1,13,11429,1654,307
384,9,2,SUPPORT,22,22,6,5669,8967,0
384,10,2,SUPPORT,16,16,10,3650,5512,492
385,1,1,TANK,5,0,7,4212,2754,852
385,2,1,DAMAGE,8,0,3,4559,0,0
385,3,1,DAMAGE,2,0,7,3386,158,154
385,4,1,SUPPORT,3,2,1,4763,2939,336
385,5,1,SUPPORT,2,1,6,3840,2726,26
385,6,2,TANK,9,1,1,6128,0,3220
385,7,2,DAMAGE,12,2,2,4352,72,420
385,8,2,DAMAGE,13,0,3,6047,0,0
385,9,2,SUPPORT,11,4,1,4180,5255,381
385,10,2,SUPPORT,5,10,3,827,6026,840
386,1,1,TANK,19,6,10,12669,1890,6627
386,2,1,DAMAGE,20,1,10,10192,487,220
386,3,1,DAMAGE,19,3,8,8961,0,156
386,4,1,SUPPORT,10,18,1,3496,7004,747
386,5,1,SUPPORT,6,17,5,2694,7514,0
386,6,2,TANK,15,5,10,10032,143,9183
386,7,2,DAMAGE,21,0,7,7987,618,0
386,8,2,DAMAGE,23,2,6,8738,350,285
386,9,2,SUPPORT,9,14,6,3157,8733,731
386,10,2,SUPPORT,13,15,5,5185,8270,0
387,1,1,TANK,22,9,5,7743,1209,18180
387,2,1,DAMAGE,15,2,8,7185,23,1231
387,3,1,DAMAGE,17,5,5,7169,460,0
387,4,1,SUPPORT,10,10,10,3529,6414,2271
387,5,1,SUPPORT,11,15,6,4601,8800,1401
387,6,2,TANK,24,5,6,11095,329,9263
387,7,2,DAMAGE,20,3,7,9113,188,876
387,8,2,DAMAGE,22,0,4,9609,0,0
387,9,2,SUPPORT,5,13,7,3046,7442,738
387,10,2,SUPPORT,7,19,3,2108,9486,0
388,1,1,TANK,3,0,7,5623,0,3927
388,2,1,DAMAGE,4,0,2,3071,0,0
388,3,1,DAMAGE,3,0,5,4678,0,0
388,4,1,SUPPORT,1,2,3,2471,3404,0
388,5,1,SUPPORT,2,3,5,1592,2425,546
388,6,2,TANK,10,2,0,3197,0,11929
388,7,2,DAMAGE,12,0,0,4240,0,0
388,8,2,DAMAGE,15,3,3,7042,0,563
388,9,2,SUPPORT,3,13,1,1026,9144,1191
388,10,2,SUPPORT,10,10,1,2544,4081,0
389,1,1,TANK,11,4,4,5837,153,2138
389,2,1,DAMAGE,10,0,6,2817,0,54
389,3,1,DAMAGE,7,2,7,2952,50,6
389,4,1,SUPPORT,6,10,4,2431,3190,0
389,5,1,SUPPORT,9,5,1,2901,2227,375
389,6,2,TANK,12,0,4,4023,0,3839
389,7,2,DAMAGE,12,0,3,4757,0,634
389,8,2,DAMAGE,10,0,4,3223,0,43
389,9,2,SUPPORT,6,13,2,621,4218,959
389,10,2,SUPPORT,8,9,3,2101,3976,400
390,1,1,TANK,2,0,2,4960,0,10244
390,2,1,DAMAGE,4,0,6,4079,0,1280
390,3,1,DAMAGE,0,0,6,5362,901,0
390,4,1,SUPPORT,0,1,6,558,3511,198
390,5,1,SUPPORT,3,3,4,2580,3808,0
390,6,2,TANK,14,5,0,5170,0,3393
390,7,2,DAMAGE,9,0,1,4398,0,73
390,8,2,DAMAGE,10,0,2,4313,0,720
390,9,2,SUPPORT,9,10,1,3261,6304,639
390,10,2,SUPPORT,2,9,1,1740,5162,2178
391,1,1,TANK,10,1,14,13862,0,20302
391,2,1,DAMAGE,11,0,4,7642,0,0
391,3,1,DAMAGE,12,1,15,7966,389,733
391,4,1,SUPPORT,5,9,10,4340,13961,298
391,5,1,SUPPORT,12,9,10,6920,9367,893
391,6,2,TANK,37,6,5,17016,0,12066
391,7,2,DAMAGE,26,0,6,12249,0,0
391,8,2,DAMAGE,30,2,2,14451,0,762
391,9,2,SUPPORT,17,32,4,5022,11482,0
391,10,2,SUPPORT,9,21,6,2526,12213,956
392,1,1,TANK,2,0,3,3272,0,2470
392,2,1,DAMAGE,1,0,6,1704,0,0
392,3,1,DAMAGE,1,1,5,2734,0,0
392,4,1,SUPPORT,1,1,3,1067,2274,0
392,5,1,SUPPORT,1,1,5,1673,2911,249
392,6,2,TANK,12,3,1,4451,0,2224
392,7,2,DAMAGE,6,0,1,2350,0,0
392,8,2,DAMAGE,11,4,1,3337,29,624
392,9,2,SUPPORT,11,7,0,2896,3564,450
392,10,2,SUPPORT,4,3,1,1160,2579,0
393,1,1,TANK,17,6,7,7928,0,11534
393,2,1,DAMAGE,19,0,5,8575,0,353
393,3,1,DAMAGE,16,2,8,5376,0,1089
393,4,1,SUPPORT,3,19,6,2372,7003,0
393,5,1,SUPPORT,3,9,5,1316,7051,1026
393,6,2,TANK,18,5,3,9476,457,5238
393,7,2,DAMAGE,17,2,5,6731,0,100
393,8,2,DAMAGE,9,0,8,7569,0,0
393,9,2,SUPPORT,10,16,5,3819,6325,2530
393,10,2,SUPPORT,8,11,4,2821,6057,936
394,1,1,TANK,13,3,13,9768,627,4294
394,2,1,DAMAGE,20,0,4,11403,0,0
394,3,1,DAMAGE,15,2,13,9979,0,0
394,4,1,SUPPORT,13,19,8,6612,7509,762
394,5,1,SUPPORT,12,13,6,4744,5982,507
394,6,2,TANK,25,5,6,9982,5216,3478
394,7,2,DAMAGE,23,0,5,10572,663,124
394,8,2,DAMAGE,24,7,8,9714,0,0
394,9,2,SUPPORT,7,19,5,2537,8193,0
394,10,2,SUPPORT,14,14,10,4905,9411,1875
395,1,1,TANK,18,11,12,13128,0,9911
395,2,1,DAMAGE,15,0,11,9297,0,651
395,3,1,DAMAGE,13,0,10,11734,866,764
395,4,1,SUPPORT,8,17,9,6533,12525,790
395,5,1,SUPPORT,12,9,12,4839,9342,418
395,6,2,TANK,36,3,5,14899,0,9642
395,7,2,DAMAGE,32,10,6,11299,313,2850
395,8,2,DAMAGE,42,1,6,16895,3339,0
395,9,2,SUPPORT,15,19,4,3926,12199,646
395,10,2,SUPPORT,13,27,7,2281,13987,0
396,1,1,TANK,9,3,7,8093,0,17114
396,2,1,DAMAGE,6,0,10,5177,483,1077
396,3,1,DAMAGE,4,1,9,7323,1826,0
396,4,1,SUPPORT,8,4,8,5388,6130,0
396,5,1,SUPPORT,4,6,8,1065,8626,746
396,6,2,TANK,23,2,1,11658,0,16041
396,7,2,DAMAGE,28,0,5,9115,0,0
396,8,2,DAMAGE,22,0,1,9055,1638,0
396,9,2,SUPPORT,16,21,4,6034,5859,0
396,10,2,SUPPORT,6,26,3,1550,10138,353
397,1,1,TANK,14,0,8,8442,0,6924
397,2,1,DAMAGE,15,0,2,6674,0,0
397,3,1,DAMAGE,15,1,9,6635,0,304
397,4,1,SUPPORT,11,7,7,6573,8088,436
397,5,1,SUPPORT,10,10,5,2894,6897,725
397,6,2,TANK,19,4,5,10380,2777,1959
397,7,2,DAMAGE,17,0,7,6554,0,0
397,8,2,DAMAGE,14,5,9,6256,0,2035
397,9,2,SUPPORT,8,6,5,4579,4391,1244
397,10,2,SUPPORT,8,7,3,3397,5762,0
398,1,1,TANK,11,6,6,6017,446,9361
398,2,1,DAMAGE,12,0,7,7702,0,0
398,3,1,DAMAGE,12,0,11,7849,945,100
398,4,1,SUPPORT,11,10,5,4632,8064,0
398,5,1,SUPPORT,11,9,7,4479,7770,389
398,6,2,TANK,19,2,4,7972,456,12598
398,7,2,DAMAGE,13,0,6,7579,0,0
398,8,2,DAMAGE,18,0,5,8822,563,2142
398,9,2,SUPPORT,13,12,3,5892,9674,788
398,10,2,SUPPORT,13,11,5,5046,6834,911
399,1,1,TANK,14,4,10,16964,5592,4480
399,2,1,DAMAGE,14,0,13,7985,20,1121
399,3,1,DAMAGE,14,0,12,7563,0,0
399,4,1,SUPPORT,12,13,11,6107,8112,0
399,5,1,SUPPORT,10,10,8,4408,10874,1453
399,6,2,TANK,33,7,6,16604,600,13913
399,7,2,DAMAGE,25,1,5,12934,0,0
399,8,2,DAMAGE,32,0,6,11940,0,0
399,9,2,SUPPORT,17,20,6,3869,10042,0
399,10,2,SUPPORT,12,28,3,3819,13548,0
400,1,1,TANK,11,1,4,11189,0,26690
400,2,1,DAMAGE,17,2,7,12621,0,0
400,3,1,DAMAGE,15,0,6,7688,20,1741
400,4,1,SUPPORT,7,10,6,2937,9983,1478
400,5,1,SUPPORT,2,8,8,1299,9612,279
400,6,2,TANK,17,2,5,11569,0,14047
400,7,2,DAMAGE,19,0,4,11299,0,0
400,8,2,DAMAGE,17,2,6,10642,0,0
400,9,2,SUPPORT,7,16,5,1836,13913,605
400,10,2,SUPPORT,14,21,3,5590,8795,0
401,1,1,TANK,19,4,10,12548,2347,10663
401,2,1,DAMAGE,15,0,3,6528,0,0
401,3,1,DAMAGE,15,0,9,10506,0,0
401,4,1,SUPPORT,12,16,10,5700,8851,3328
401,5,1,SUPPORT,5,9,10,3163,6599,0
401,6,2,TANK,28,12,3,9394,0,14228
401,7,2,DAMAGE,28,2,6,14240,148,498
401,8,2,DAMAGE,21,0,8,10311,982,1683
401,9,2,SUPPORT,8,22,7,1765,11726,0
401,10,2,SUPPORT,11,14,7,4028,10422,815
402,1,1,TANK,6,2,6,4952,1066,3711
402,2,1,DAMAGE,9,2,5,7343,0,0
402,3,1,DAMAGE,7,1,8,5134,187,1372
402,4,1,SUPPORT,6,5,4,2411,6374,0
402,5,1,SUPPORT,5,2,8,2025,4612,0
402,6,2,TANK,22,11,3,9324,1359,2524
402,7,2,DAMAGE,21,0,4,6350,265,638
402,8,2,DAMAGE,13,0,3,6637,0,0
402,9,2,SUPPORT,7,18,1,3498,5015,0
402,10,2,SUPPORT,10,13,0,1938,8492,0
403,1,1,TANK,16,3,9,13561,929,30410
403,2,1,DAMAGE,18,1,8,17968,1141,0
403,3,1,DAMAGE,21,0,15,11758,438,1123
403,4,1,SUPPORT,13,11,5,5894,17305,1936
403,5,1,SUPPORT,10,16,9,5561,13704,613
403,6,2,TANK,23,9,3,15585,1186,23202
403,7,2,DAMAGE,21,1,12,11262,0,87
403,8,2,DAMAGE,25,2,7,18744,3821,0
403,9,2,SUPPORT,22,18,8,11464,10180,0
403,10,2,SUPPORT,16,23,5,4248,17848,1864
404,1,1,TANK,9,1,7,10401,0,9688
404,2,1,DAMAGE,8,0,8,8421,1326,100
404,3,1,DAMAGE,13,0,9,8456,0,147
404,4,1,SUPPORT,9,9,7,3266,6971,0
404,5,1,SUPPORT,9,7,8,2933,10710,0
404,6,2,TANK,21,5,4,8416,747,4845
404,7,2,DAMAGE,20,0,4,7080,56,1506
404,8,2,DAMAGE,28,4,5,13368,1351,0
404,9,2,SUPPORT,7,22,3,3018,9949,0
404,10,2,SUPPORT,12,8,6,5485,7020,28
405,1,1,TANK,19,1,9,10806,0,17477
405,2,1,DAMAGE,15,0,6,8422,0,0
405,3,1,DAMAGE,20,0,8,8486,503,2108
405,4,1,SUPPORT,8,20,7,3126,9784,5189
405,5,1,SUPPORT,13,12,8,4159,8336,0
405,6,2,TANK,19,7,5,12758,0,6338
405,7,2,DAMAGE,19,0,8,8955,0,0
405,8,2,DAMAGE,25,6,7,9496,8,212
405,9,2,SUPPORT,14,21,6,3609,9178,2705
405,10,2,SUPPORT,7,18,5,3603,10933,817
406,1,1,TANK,31,5,13,19212,0,20724
406,2,1,DAMAGE,20,2,10,12336,74,316
406,3,1,SUPPORT,15,25,9,6156,16692,0
406,4,1,SUPPORT,9,19,11,5492,11509,2070
406,5,1,,,,,,,
406,6,2,TANK,30,7,6,14404,3969,8742
406,7,2,DAMAGE,24,2,11,16331,0,112
406,8,2,DAMAGE,31,4,10,14841,0,1533
406,9,2,SUPPORT,23,15,12,7997,10786,1997
406,10,2,SUPPORT,17,24,7,5376,13859,491
407,1,1,TANK,11,1,11,6272,0,7193
407,2,1,DAMAGE,18,0,5,10050,0,0
407,3,1,DAMAGE,17,0,13,9547,0,1568
407,4,1,SUPPORT,12,8,12,6520,6810,198
407,5,1,SUPPORT,5,12,13,2865,7487,2071
407,6,2,TANK,27,4,2,9735,100,3096
407,7,2,DAMAGE,38,6,6,13745,0,6
407,8,2,DAMAGE,29,2,8,9484,0,2138
407,9,2,SUPPORT,13,11,6,3307,6964,0
407,10,2,SUPPORT,19,25,7,5316,7244,1525
408,1,1,TANK,21,9,11,16510,212,20216
408,2,1,DAMAGE,28,3,9,15434,75,222
408,3,1,DAMAGE,25,0,12,14477,0,553
408,4,1,SUPPORT,10,20,6,5248,15895,212
408,5,1,SUPPORT,15,16,9,4046,14565,466
408,6,2,TANK,32,10,9,14607,306,9299
408,7,2,DAMAGE,21,0,9,13969,68,138
408,8,2,DAMAGE,25,0,8,14028,0,0
408,9,2,SUPPORT,13,11,8,8217,12149,1930
408,10,2,SUPPORT,10,21,11,5136,16535,0
409,1,1,TANK,17,5,11,10074,230,8284
409,2,1,DAMAGE,19,1,12,10890,294,1886
409,3,1,DAMAGE,16,0,14,8450,0,0
409,4,1,SUPPORT,13,14,5,6151,8821,1024
409,5,1,SUPPORT,0,18,11,875,10484,0
409,6,2,TANK,35,7,3,16934,45,6892
409,7,2,DAMAGE,33,2,9,10644,827,1708
409,8,2,DAMAGE,29,6,9,9705,0,0
409,9,2,SUPPORT,13,22,4,4240,11042,584
409,10,2,SUPPORT,8,19,7,2620,8302,4801
410,1,1,TANK,5,1,8,6770,0,10817
410,2,1,DAMAGE,5,0,8,4628,248,27
410,3,1,DAMAGE,5,0,5,6317,179,826
410,4,1,SUPPORT,2,3,7,2605,4494,0
410,5,1,SUPPORT,1,2,5,2037,5849,736
410,6,2,TANK,21,3,0,8842,527,5000
410,7,2,DAMAGE,26,0,2,6221,138,1056
410,8,2,DAMAGE,9,2,3,6067,0,0
410,9,2,SUPPORT,19,18,2,4287,6960,2570
410,10,2,SUPPORT,6,21,2,1447,7327,291
411,1,1,TANK,19,4,8,14625,0,9396
411,2,1,DAMAGE,13,1,2,6861,0,0
411,3,1,DAMAGE,13,0,11,12993,57,116
411,4,1,SUPPORT,8,14,6,4773,9734,2000
411,5,1,SUPPORT,6,16,7,4117,10038,0
411,6,2,TANK,14,0,7,7205,1713,9839
411,7,2,DAMAGE,20,5,2,12047,624,0
411,8,2,DAMAGE,19,5,5,12482,0,0
411,9,2,SUPPORT,8,19,7,3219,13243,3363
411,10,2,SUPPORT,10,16,4,6281,11469,0
412,1,1,TANK,38,8,17,19545,1584,26680
412,2,1,DAMAGE,38,1,18,20876,66,2589
412,3,1,DAMAGE,29,7,19,12523,325,960
412,4,1,SUPPORT,21,25,14,10215,14573,715
412,5,1,SUPPORT,17,27,17,7809,18963,872
412,6,2,TANK,50,7,9,25636,1067,21051
412,7,2,DAMAGE,37,4,22,17084,977,832
412,8,2,DAMAGE,51,2,13,20581,135,2592
412,9,2,SUPPORT,17,38,16,7032,15248,442
412,10,2,SUPPORT,30,48,11,9372,15843,1157
413,1,1,TANK,8,4,6,5705,382,3700
413,2,1,DAMAGE,4,1,6,4233,15,70
413,3,1,DAMAGE,6,0,3,3902,329,632
413,4,1,SUPPORT,6,5,8,2640,4724,236
413,5,1,SUPPORT,3,4,5,3327,8445,1343
413,6,2,TANK,14,4,2,10117,0,5855
413,7,2,DAMAGE,23,0,4,7349,0,0
413,8,2,DAMAGE,16,0,1,8251,0,0
413,9,2,SUPPORT,5,11,2,2004,6717,80
413,10,2,SUPPORT,10,14,4,2656,5348,1434
414,1,1,TANK,18,0,14,10773,339,17135
414,2,1,DAMAGE,30,1,14,11589,60,138
414,3,1,DAMAGE,26,6,13,12084,1949,3945
414,4,1,SUPPORT,22,18,11,7029,9456,432
414,5,1,SUPPORT,17,15,13,3953,8345,4932
414,6,2,TANK,37,7,7,12786,72,7185
414,7,2,DAMAGE,33,3,11,12940,1513,53
414,8,2,DAMAGE,27,8,15,10426,1266,0
414,9,2,SUPPORT,30,23,9,9274,8281,0
414,10,2,SUPPORT,19,38,10,7277,8816,5107
415,1,1,TANK,13,0,7,10022,355,13685
415,2,1,DAMAGE,18,0,9,11571,549,2932
415,3,1,DAMAGE,7,1,13,7989,245,0
415,4,1,SUPPORT,0,13,10,0,10876,0
415,5,1,SUPPORT,12,15,8,5584,6803,378
415,6,2,TANK,21,3,5,9039,0,6433
415,7,2,DAMAGE,22,0,3,8552,856,0
415,8,2,DAMAGE,29,1,6,13980,159,363
415,9,2,SUPPORT,12,11,5,2915,8959,0
415,10,2,SUPPORT,14,18,6,3323,10128,617
416,1,1,TANK,12,0,3,10450,0,20004
416,2,1,DAMAGE,10,0,7,6123,0,92
416,3,1,DAMAGE,15,0,9,7407,776,105
416,4,1,SUPPORT,11,9,6,3893,8464,711
416,5,1,SUPPORT,12,13,8,5235,10127,1216
416,6,2,TANK,19,2,5,13373,1013,6257
416,7,2,DAMAGE,26,1,9,12035,175,1276
416,8,2,DAMAGE,17,1,5,10099,0,0
416,9,2,SUPPORT,7,21,4,2260,9195,820
416,10,2,SUPPORT,1,26,3,80,8952,0
417,1,1,TANK,26,6,8,14293,0,13064
417,2,1,DAMAGE,24,3,9,10503,234,1462
417,3,1,DAMAGE,23,1,11,12097,3,45
417,4,1,SUPPORT,11,20,9,3726,10162,1070
417,5,1,SUPPORT,11,20,6,4421,11594,321
417,6,2,TANK,27,7,5,12141,58,10339
417,7,2,DAMAGE,21,0,11,6566,0,0
417,8,2,DAMAGE,21,3,9,12321,0,200
417,9,2,SUPPORT,20,5,10,8852,8119,554
417,10,2,SUPPORT,15,19,6,4972,14032,1167
418,1,1,TANK,31,2,7,19098,754,18911
418,2,1,DAMAGE,22,8,11,14249,1514,9682
418,3,1,DAMAGE,24,4,12,13592,938,63
418,4,1,SUPPORT,11,17,11,4144,12298,779
418,5,1,SUPPORT,21,23,10,6322,22403,0
418,6,2,TANK,40,7,7,19869,0,16507
418,7,2,DAMAGE,28,4,9,14351,1692,0
418,8,2,DAMAGE,22,4,12,12993,0,2621
418,9,2,SUPPORT,19,26,7,6335,15205,1398
418,10,2,SUPPORT,17,22,13,6925,14261,0
419,1,1,TANK,16,3,5,7861,0,5797
419,2,1,DAMAGE,19,3,7,8244,119,985
419,3,1,DAMAGE,20,3,4,9717,0,1077
419,4,1,SUPPORT,9,8,6,5636,8555,1374
419,5,1,SUPPORT,11,15,4,4483,9423,0
419,6,2,TANK,16,1,7,6850,0,9688
419,7,2,DAMAGE,18,0,9,9074,353,0
419,8,2,DAMAGE,13,0,4,9690,277,1832
419,9,2,SUPPORT,5,16,2,2252,11630,0
419,10,2,SUPPORT,15,11,5,4412,8202,1852
420,1,1,TANK,17,5,6,9028,179,11032
420,2,1,DAMAGE,20,0,10,13347,332,1307
420,3,1,DAMAGE,11,0,10,6000,289,403
420,4,1,SUPPORT,8,4,10,3017,8852,0
420,5,1,SUPPORT,6,14,11,3183,6692,54
420,6,2,TANK,21,2,5,7026,0,5638
420,7,2,DAMAGE,29,0,7,9903,982,0
420,8,2,DAMAGE,23,1,10,9401,107,794
420,9,2,SUPPORT,6,16,7,3606,8410,1109
420,10,2,SUPPORT,14,21,3,6134,8285,179
421,1,1,TANK,4,1,3,3257,0,1679
421,2,1,DAMAGE,3,0,5,1594,0,216
421,3,1,DAMAGE,2,0,4,1735,0,0
421,4,1,SUPPORT,3,2,3,1107,3525,0
421,5,1,SUPPORT,2,4,4,1005,2698,53
421,6,2,TANK,9,3,1,4772,0,2852
421,7,2,DAMAGE,8,2,2,2232,0,34
421,8,2,DAMAGE,9,1,1,3278,0,0
421,9,2,SUPPORT,5,8,1,1048,3132,0
421,10,2,SUPPORT,6,10,1,1925,1761,309
422,1,1,TANK,16,7,10,6045,0,11157
422,2,1,DAMAGE,16,0,9,10451,0,0
422,3,1,DAMAGE,23,1,8,11406,1125,2240
422,4,1,SUPPORT,12,16,8,3668,8155,1994
422,5,1,SUPPORT,7,12,8,3074,6881,292
422,6,2,TANK,26,12,6,10051,1560,2398
422,7,2,DAMAGE,21,3,6,11003,0,0
422,8,2,DAMAGE,21,1,7,8451,1369,115
422,9,2,SUPPORT,13,15,6,3215,9490,904
422,10,2,SUPPORT,18,27,6,4279,8087,0
423,1,1,TANK,14,3,8,9646,543,6541
423,2,1,DAMAGE,24,0,5,6629,0,0
423,3,1,DAMAGE,16,0,9,11421,183,242
423,4,1,SUPPORT,16,11,4,5808,7763,1535
423,5,1,SUPPORT,10,18,8,2560,8989,1863
423,6,2,TANK,26,3,4,13139,0,13627
423,7,2,DAMAGE,21,8,7,7040,1089,5484
423,8,2,DAMAGE,16,4,11,9333,92,2729
423,9,2,SUPPORT,16,18,7,4457,8119,481
423,10,2,SUPPORT,0,26,6,0,11114,0
424,1,1,TANK,15,1,9,12984,0,18677
424,2,1,DAMAGE,17,1,10,13586,0,160
424,3,1,DAMAGE,8,0,14,7519,562,925
424,4,1,SUPPORT,12,12,10,5329,11650,1882
424,5,1,SUPPORT,2,16,9,404,12875,26
424,6,2,TANK,36,10,6,13806,539,17561
424,7,2,DAMAGE,38,2,5,11705,1292,601
424,8,2,DAMAGE,26,2,7,13945,0,27
424,9,2,SUPPORT,22,19,2,6412,13812,30
424,10,2,SUPPORT,15,18,4,5104,9778,783
425,1,1,TANK,15,4,10,10601,300,12261
425,2,1,DAMAGE,12,3,11,9864,978,126
425,3,1,DAMAGE,17,0,8,8268,0,100
425,4,1,SUPPORT,5,3,3,3719,10178,87
425,5,1,SUPPORT,3,7,8,2389,9666,57
425,6,2,TANK,25,7,4,9823,482,16030
425,7,2,DAMAGE,27,6,5,10884,0,0
425,8,2,DAMAGE,19,3,6,14631,0,0
425,9,2,SUPPORT,12,19,2,4070,12361,990
425,10,2,SUPPORT,10,13,9,4100,7720,0
426,1,1,TANK,5,2,14,8945,169,13247
426,2,1,DAMAGE,8,0,7,5597,0,0
426,3,1,DAMAGE,5,2,10,7057,0,183
426,4,1,SUPPORT,4,4,5,3696,5960,188
426,5,1,SUPPORT,0,3,12,260,5638,0
426,6,2,TANK,29,5,1,8670,0,8468
426,7,2,DAMAGE,25,5,1,10042,1898,0
426,8,2,DAMAGE,31,0,3,7260,33,1618
426,9,2,SUPPORT,22,23,2,3955,9158,1022
426,10,2,SUPPORT,17,19,3,3896,6774,0
427,1,1,TANK,15,1,8,8422,0,15094
427,2,1,DAMAGE,16,10,10,9368,0,0
427,3,1,DAMAGE,13,0,10,7275,31,6121
427,4,1,SUPPORT,12,14,9,6251,8430,0
427,5,1,SUPPORT,7,12,9,3488,10497,1151
