INDEX,TEAM,ROLE,E,A,D,DMG,H,MIT
174,2,DAMAGE,22,4,2,9125,0,1349
174,2,DAMAGE,24,0,2,7041,0,730
174,2,SUPPORT,4,22,5,1377,9292,1766
174,2,SUPPORT,10,17,6,3886,5245,74
175,1,TANK,9,0,8,8605,1745,6245
175,1,DAMAGE,5,0,10,8730,968,0
175,1,DAMAGE,11,3,8,8945,0,0
175,1,SUPPORT,5,6,4,3525,5237,302
175,1,SUPPORT,0,9,5,972,8236,0
175,2,TANK,21,5,2,8762,4458,8241
175,2,DAMAGE,20,3,5,10438,0,543
175,2,DAMAGE,13,1,5,8366,0,430
175,2,SUPPORT,9,15,4,2617,7800,702
175,2,SUPPORT,7,12,2,3336,9163,0
176,1,TANK,11,0,5,9188,134,10874
176,1,DAMAGE,13,0,1,6973,0,0
176,1,DAMAGE,11,2,12,7421,1667,696
176,1,SUPPORT,6,8,5,2250,9554,1372
176,1,SUPPORT,6,7,8,2693,6873,622
176,2,TANK,23,1,5,12432,0,13761
176,2,DAMAGE,13,0,3,6413,0,0
176,2,DAMAGE,13,0,9,7753,617,546
176,2,SUPPORT,8,22,2,4947,9614,0
176,2,SUPPORT,11,8,3,5329,5855,667
177,1,TANK,10,2,6,5111,0,2993
177,1,DAMAGE,21,1,5,14040,0,382
177,1,DAMAGE,11,4,11,6543,1197,2549
177,1,SUPPORT,0,21,7,0,8634,0
177,1,SUPPORT,9,10,7,2722,5116,538
177,2,TANK,24,11,4,10332,1804,2439
177,2,DAMAGE,26,2,3,9222,0,78
177,2,DAMAGE,20,1,10,7961,0,1635
177,2,SUPPORT,0,31,2,0,6916,0
177,2,SUPPORT,14,19,5,3384,6105,0
178,1,TANK,19,4,8,14801,1614,5944
178,1,DAMAGE,24,1,8,9442,0,2133
178,1,DAMAGE,16,0,6,12913,0,80
178,1,SUPPORT,5,15,6,3581,9311,379
178,1,SUPPORT,8,18,5,2188,10762,1509
178,2,TANK,20,5,7,11349,2071,6084
178,2,DAMAGE,20,0,7,9620,0,2935
178,2,DAMAGE,20,2,7,12140,0,61
178,2,SUPPORT,8,19,7,5721,8380,0
178,2,SUPPORT,8,19,5,2238,12626,595
179,1,TANK,11,2,1,6848,300,2664
179,1,DAMAGE,7,2,6,7004,75,0
179,1,DAMAGE,10,0,3,11582,292,117
179,1,SUPPORT,2,7,6,1058,6903,0
179,1,SUPPORT,2,8,3,2953,4823,573
179,2,TANK,14,1,0,7494,6029,1676
179,2,DAMAGE,11,0,4,5626,0,0
179,2,DAMAGE,11,3,6,3847,0,0
179,2,SUPPORT,4,10,3,1990,9958,0
179,2,SUPPORT,8,3,3,2926,5776,1027
180,1,TANK,29,9,10,18364,0,10925
180,1,DAMAGE,29,4,11,14333,430,1867
180,1,DAMAGE,29,1,15,16844,1410,238
180,1,SUPPORT,14,22,3,4553,20121,189
180,1,SUPPORT,14,28,9,7084,17720,0
180,2,TANK,25,6,14,15390,0,14524
180,2,DAMAGE,34,6,13,17490,109,2575
180,2,DAMAGE,29,1,7,16668,0,715
180,2,SUPPORT,13,32,5,6464,16310,0
180,2,SUPPORT,12,27,4,6963,17507,2272
181,1,TANK,22,2,7,10680,0,7040
181,1,DAMAGE,21,0,5,7577,0,0
181,1,DAMAGE,17,4,15,8090,427,83
181,1,SUPPORT,10,15,6,5217,7745,0
181,1,SUPPORT,1,18,8,580,11373,424
181,2,TANK,20,4,8,10102,0,4929
181,2,DAMAGE,21,10,5,8218,1189,2391
181,2,DAMAGE,24,2,5,8912,0,339
181,2,SUPPORT,12,23,4,2592,8503,0
181,2,SUPPORT,13,22,8,5816,5841,0
182,1,TANK,18,4,8,10669,0,8818
182,1,DAMAGE,16,0,1,6083,0,0
182,1,DAMAGE,16,0,9,7441,759,227
182,1,SUPPORT,8,12,7,4822,8797,407
182,1,SUPPORT,7,14,5,1879,10853,0
182,2,TANK,21,7,7,11409,1176,6690
182,2,DAMAGE,18,1,2,8470,0,1696
182,2,DAMAGE,15,1,6,8885,0,1157
182,2,SUPPORT,12,10,5,4052,6848,623
182,2,SUPPORT,16,17,6,4502,7022,895
183,1,TANK,12,1,9,10206,284,6581
183,1,DAMAGE,25,1,10,14954,983,626
183,1,DAMAGE,19,1,12,11063,0,236
183,1,SUPPORT,21,22,7,5222,14902,37
183,1,SUPPORT,8,20,6,3184,14733,804
183,2,TANK,24,8,7,20776,0,9156
183,2,DAMAGE,16,1,9,8806,0,603
183,2,DAMAGE,32,2,5,15632,0,0
183,2,SUPPORT,14,19,7,4200,12777,1419
183,2,SUPPORT,14,15,9,5457,13873,648
184,1,TANK,9,3,7,10461,0,8882
184,1,DAMAGE,7,0,13,7298,1017,173
184,1,DAMAGE,8,0,11,9896,0,276
184,1,SUPPORT,7,4,8,4099,8648,694
184,1,SUPPORT,2,6,8,2085,9252,0
184,2,TANK,28,3,3,15991,0,16039
184,2,DAMAGE,25,2,4,11045,0,1953
184,2,DAMAGE,20,1,3,10956,9,1826
184,2,SUPPORT,14,24,2,3264,11752,1995
184,2,SUPPORT,17,15,2,5025,8537,0
185,1,TANK,13,6,6,6510,330,5124
185,1,DAMAGE,6,0,5,2933,0,0
185,1,DAMAGE,6,2,6,6818,0,0
185,1,SUPPORT,13,4,6,4921,7153,0
185,1,SUPPORT,17,7,8,5252,6454,0
185,2,TANK,20,5,4,11739,0,5271
185,2,DAMAGE,19,4,3,3995,491,0
185,2,DAMAGE,18,1,7,8105,0,1465
185,2,SUPPORT,12,8,5,3912,5013,0
185,2,SUPPORT,5,10,4,1260,8365,539
186,1,TANK,15,4,4,8534,611,5023
186,1,DAMAGE,20,1,11,12373,0,0
186,1,DAMAGE,25,3,4,14722,0,0
186,1,SUPPORT,13,10,9,4478,12598,32
186,1,SUPPORT,8,14,8,3655,9235,1159
186,2,TANK,28,8,5,14425,0,7683
186,2,DAMAGE,17,12,10,5502,728,0
186,2,DAMAGE,19,0,9,12163,0,372
186,2,SUPPORT,3,24,6,140,17082,0
186,2,SUPPORT,18,7,7,7627,9045,266
187,1,TANK,9,3,11,7794,258,5171
187,1,DAMAGE,8,1,9,7559,169,1165
187,1,DAMAGE,10,0,3,8514,0,0
187,1,SUPPORT,9,5,3,5171,7197,496
187,1,SUPPORT,2,9,7,1357,7818,2504
187,2,TANK,21,2,4,11454,0,12042
187,2,DAMAGE,15,3,4,9331,0,123
187,2,DAMAGE,13,7,6,5413,74,0
187,2,SUPPORT,11,18,2,2300,10692,846
187,2,SUPPORT,22,18,2,5130,10163,0
188,1,TANK,15,1,8,8967,1500,4707
188,1,DAMAGE,16,0,5,6248,0,0
188,1,DAMAGE,15,0,11,8142,0,1704
188,1,SUPPORT,10,15,7,3543,9414,463
188,1,SUPPORT,5,14,11,1822,7078,0
188,2,TANK,27,2,5,11025,0,7330
188,2,DAMAGE,27,15,2,7175,591,0
188,2,DAMAGE,25,1,9,11633,1720,0
188,2,SUPPORT,26,20,3,5239,11490,0
188,2,SUPPORT,8,7,23,2100,2988,286
189,1,TANK,10,2,8,6566,106,2960
189,1,DAMAGE,19,2,13,9347,0,744
189,1,DAMAGE,16,1,14,8876,1222,93
189,1,SUPPORT,10,13,12,4174,4727,81
189,1,SUPPORT,13,9,14,5416,6054,0
189,2,TANK,41,2,7,13409,1110,6912
189,2,DAMAGE,30,5,6,10459,0,1616
189,2,DAMAGE,33,1,8,9189,0,315
189,2,SUPPORT,15,22,4,2999,6442,438
189,2,SUPPORT,1,39,3,20,11491,0
190,1,TANK,16,2,12,11272,338,8477
190,1,DAMAGE,20,3,13,9634,0,871
190,1,DAMAGE,17,3,12,9528,558,1033
190,1,SUPPORT,10,12,4,4278,13796,492
190,1,SUPPORT,11,13,9,4424,13279,5190
190,2,TANK,23,9,6,16211,403,9152
190,2,DAMAGE,28,0,8,10155,0,987
190,2,DAMAGE,27,3,5,12730,342,22
190,2,SUPPORT,20,21,7,11005,11767,0
190,2,SUPPORT,18,16,5,4381,10321,451
191,1,TANK,57,12,5,21727,0,18163
191,1,DAMAGE,40,0,9,12356,0,0
191,1,DAMAGE,56,1,13,29922,0,1538
191,1,SUPPORT,0,62,9,40,19924,0
191,1,SUPPORT,28,53,12,6409,19437,621
191,2,TANK,25,7,14,18589,0,15848
191,2,DAMAGE,31,5,15,21510,728,471
191,2,DAMAGE,23,1,18,18755,0,1303
191,2,SUPPORT,9,16,17,3403,16737,360
191,2,SUPPORT,11,20,17,5111,16263,392
192,1,TANK,18,5,4,7380,404,4427
192,1,DAMAGE,17,1,7,9976,0,58
192,1,DAMAGE,13,5,8,6039,57,0
192,1,SUPPORT,8,6,6,3649,6482,510
192,1,SUPPORT,10,17,3,4026,8520,0
192,2,TANK,22,5,4,9837,354,5394
192,2,DAMAGE,17,0,6,10142,0,137
192,2,DAMAGE,13,5,6,6140,0,575
192,2,SUPPORT,1,22,4,1144,9204,651
192,2,SUPPORT,6,14,6,1770,7319,0
193,1,TANK,6,1,6,4340,114,2131
193,1,DAMAGE,7,1,3,6079,0,0
193,1,DAMAGE,7,1,6,5803,843,200
193,1,SUPPORT,5,8,2,2410,4726,93
193,1,SUPPORT,8,8,5,2708,4430,0
193,2,TANK,13,1,2,7697,2431,6589
193,2,DAMAGE,13,4,3,5157,0,0
193,2,DAMAGE,9,0,6,3829,0,505
193,2,SUPPORT,5,10,1,731,6955,281
193,2,SUPPORT,11,11,3,3871,4074,0
194,1,TANK,3,1,5,4831,2024,716
194,1,DAMAGE,3,0,1,3557,0,0
194,1,DAMAGE,3,0,8,3600,0,420
194,1,SUPPORT,1,1,4,1649,2374,27
194,1,SUPPORT,1,3,3,60,5639,0
194,2,TANK,10,2,0,5865,0,5648
194,2,DAMAGE,7,0,2,2879,0,0
194,2,DAMAGE,19,0,0,8800,861,0
194,2,SUPPORT,7,10,2,1742,4016,30
194,2,SUPPORT,6,10,3,664,4630,260
195,1,TANK,2,0,3,4246,317,2565
195,1,DAMAGE,5,1,8,4924,0,0
195,1,DAMAGE,6,0,6,8302,0,0
195,1,SUPPORT,5,2,5,1464,5617,0
195,1,SUPPORT,4,2,6,1667,3545,225
195,2,TANK,10,2,2,3989,267,5532
195,2,DAMAGE,14,4,3,8081,0,1397
195,2,DAMAGE,21,0,3,8240,893,180
195,2,SUPPORT,3,6,1,1305,6304,162
195,2,SUPPORT,0,12,1,0,6763,0
196,1,TANK,19,4,4,13817,0,7678
196,1,DAMAGE,22,6,11,13987,0,3094
196,1,DAMAGE,22,1,11,15536,273,155
196,1,SUPPORT,13,10,5,5215,7671,285
196,1,SUPPORT,19,18,6,7539,10445,521
196,2,TANK,22,3,6,15923,353,12761
196,2,DAMAGE,19,1,8,11496,0,1664
196,2,DAMAGE,18,4,12,15731,1009,327
196,2,SUPPORT,12,27,6,3606,17667,0
196,2,SUPPORT,15,22,6,5515,15012,4811
197,1,TANK,1,0,4,5507,0,3022
197,1,DAMAGE,1,0,4,2444,0,0
197,1,DAMAGE,0,0,8,2555,92,217
197,1,SUPPORT,0,0,6,563,4158,0
197,1,SUPPORT,0,0,5,280,3845,772
197,2,TANK,15,1,0,6008,0,10125
197,2,DAMAGE,8,0,0,4813,0,169
197,2,DAMAGE,17,0,1,4019,0,0
197,2,SUPPORT,3,14,0,332,4952,415
197,2,SUPPORT,13,12,0,4459,3411,355
198,1,TANK,13,2,2,8554,445,4358
198,1,DAMAGE,18,5,11,11322,210,793
198,1,DAMAGE,17,2,11,9398,0,1581
198,1,SUPPORT,8,9,7,3022,7681,238
198,1,SUPPORT,9,13,10,4682,8684,4075
198,2,TANK,29,6,2,10850,0,3524
198,2,DAMAGE,20,5,7,8894,444,1036
198,2,DAMAGE,24,1,7,9954,0,1157
198,2,SUPPORT,16,21,6,3517,7593,0
198,2,SUPPORT,14,17,8,4553,6826,1389
199,1,TANK,3,2,6,5861,0,12854
199,1,DAMAGE,9,0,7,5236,0,1510
199,1,DAMAGE,8,0,7,6477,0,259
199,1,SUPPORT,11,6,2,2557,6190,0
199,1,SUPPORT,6,13,4,3884,5892,0
199,2,TANK,12,5,3,7015,0,5895
199,2,DAMAGE,16,1,4,5067,0,1049
199,2,DAMAGE,15,2,3,7325,0,606
199,2,SUPPORT,11,16,2,2174,6983,77
199,2,SUPPORT,12,15,1,3025,7578,801
200,1,TANK,9,3,8,8516,0,11697
200,1,DAMAGE,10,0,2,6475,0,0
200,1,DAMAGE,12,0,7,8821,0,419
200,1,SUPPORT,5,5,8,2064,5528,3040
200,1,SUPPORT,5,6,4,2870,8261,541
200,2,TANK,15,3,3,7653,0,6126
200,2,DAMAGE,13,1,3,7270,539,502
200,2,DAMAGE,12,6,3,8846,0,0
200,2,SUPPORT,15,4,5,5088,6432,666
200,2,SUPPORT,3,14,4,646,7998,511
201,1,TANK,3,1,7,6379,600,3112
201,1,DAMAGE,4,0,9,14932,1926,0
201,1,DAMAGE,6,0,8,7498,511,66
201,1,SUPPORT,4,6,10,2202,4853,376
201,1,SUPPORT,5,6,7,5502,6012,109
201,2,TANK,21,3,3,7179,610,14000
201,2,DAMAGE,18,0,4,6984,0,1700
201,2,DAMAGE,30,9,1,12040,0,0
201,2,SUPPORT,15,24,0,3244,13342,33
201,2,SUPPORT,10,19,1,1520,11687,711
202,1,TANK,22,4,9,11228,0,15800
202,1,DAMAGE,18,3,11,9740,0,1211
202,1,DAMAGE,21,1,13,12213,0,707
202,1,SUPPORT,10,17,3,4827,14133,66
202,1,SUPPORT,8,15,8,3195,12479,1272
202,2,TANK,27,7,7,14749,0,9090
202,2,DAMAGE,19,2,11,11991,0,169
202,2,DAMAGE,14,8,9,8231,246,264
202,2,SUPPORT,16,16,7,6681,12380,191
202,2,SUPPORT,21,10,5,10546,8743,0
203,1,TANK,14,2,14,7759,673,9229
203,1,DAMAGE,9,1,12,5481,0,923
203,1,DAMAGE,14,0,5,6106,0,0
203,1,SUPPORT,9,8,9,6499,4239,0
203,1,SUPPORT,3,9,9,1925,6375,700
203,2,TANK,23,3,3,7235,0,15999
203,2,DAMAGE,28,3,6,11003,795,0
203,2,DAMAGE,32,1,6,10863,0,572
203,2,SUPPORT,14,23,2,2458,11981,386
203,2,SUPPORT,14,3,6,5060,3864,0
204,1,TANK,6,0,5,8663,0,15014
204,1,DAMAGE,7,0,7,7529,0,1115
204,1,DAMAGE,10,0,10,9718,67,0
204,1,SUPPORT,7,7,5,3967,9009,684
204,1,SUPPORT,4,6,8,3037,8200,0
204,2,TANK,20,4,4,6986,0,12376
204,2,DAMAGE,24,1,5,10660,0,361
204,2,DAMAGE,21,3,3,7876,0,0
204,2,SUPPORT,12,23,0,2262,9671,2086
204,2,SUPPORT,18,22,1,5428,13459,0
205,1,TANK,8,1,14,10924,789,13467
205,1,DAMAGE,10,3,11,9447,3,1990
205,1,DAMAGE,16,2,10,13119,1023,143
205,1,SUPPORT,6,11,8,5657,10014,6445
205,1,SUPPORT,7,13,9,5771,12427,128
205,2,TANK,28,7,7,15714,0,10652
205,2,DAMAGE,30,5,5,13190,354,238
205,2,DAMAGE,24,0,9,10636,0,0
205,2,SUPPORT,29,16,3,8385,9559,95
205,2,SUPPORT,12,29,2,3446,15508,961
206,1,TANK,7,1,6,4009,0,3613
206,1,DAMAGE,6,0,6,4035,0,84
206,1,DAMAGE,9,2,6,3863,0,1217
206,1,SUPPORT,4,4,5,589,3588,377
206,1,SUPPORT,5,6,7,1098,4389,0
206,2,TANK,13,2,2,5886,138,4678
206,2,DAMAGE,9,0,6,3040,0,65
206,2,DAMAGE,23,4,2,8100,841,716
206,2,SUPPORT,10,13,2,1843,3222,114
206,2,SUPPORT,13,14,2,2228,3165,3
207,1,TANK,27,2,6,12407,0,21276
207,1,DAMAGE,25,6,12,11132,598,663
207,1,DAMAGE,20,2,10,12615,1110,1196
207,1,SUPPORT,11,15,13,4689,8532,238
207,1,SUPPORT,13,15,8,5682,7469,957
207,2,TANK,36,11,6,13507,1266,7098
207,2,DAMAGE,24,0,10,10565,457,906
207,2,DAMAGE,23,4,10,11298,0,0
207,2,SUPPORT,15,21,6,3802,10271,433
207,2,SUPPORT,14,20,9,3906,13102,1255
208,1,TANK,16,3,8,9294,0,14160
208,1,DAMAGE,13,0,7,11658,135,31
208,1,DAMAGE,24,2,10,11844,0,779
208,1,SUPPORT,7,13,9,2748,8270,3925
208,1,SUPPORT,0,19,7,442,13392,0
208,2,TANK,24,5,5,10757,0,11356
208,2,DAMAGE,15,0,11,9170,554,55
208,2,DAMAGE,20,3,4,8582,73,134
208,2,SUPPORT,14,18,6,6173,8059,566
208,2,SUPPORT,24,6,3,8600,6833,382
209,1,TANK,13,3,11,12519,0,9116
209,1,DAMAGE,13,1,6,11598,0,271
209,1,DAMAGE,7,0,10,7664,889,536
209,1,SUPPORT,6,13,8,3217,13823,1080
209,1,SUPPORT,11,11,5,5118,15587,0
209,2,TANK,32,2,5,20957,0,8733
209,2,DAMAGE,23,1,4,14246,0,380
209,2,DAMAGE,24,9,2,8581,156,0
209,2,SUPPORT,1,31,4,248,15670,0
209,2,SUPPORT,12,25,3,4841,13856,641
210,1,TANK,26,2,7,16601,0,23649
210,1,DAMAGE,24,5,11,11078,0,0
210,1,DAMAGE,12,1,11,8666,0,11
210,1,SUPPORT,8,17,10,2424,11972,900
210,1,SUPPORT,18,9,8,8041,10685,0
210,2,TANK,28,4,8,14146,0,24315
210,2,DAMAGE,25,7,11,10476,0,360
210,2,DAMAGE,21,1,9,12822,0,467
210,2,SUPPORT,6,20,9,3016,12747,1331
210,2,SUPPORT,17,22,6,5023,12541,0
211,1,TANK,13,0,9,9152,569,7764
211,1,DAMAGE,12,0,6,8097,0,460
211,1,DAMAGE,22,1,8,8504,0,0
211,1,SUPPORT,6,7,2,2932,7105,370
211,1,SUPPORT,11,12,10,3415,4319,713
211,2,TANK,21,3,8,8202,1408,6959
211,2,DAMAGE,17,2,7,5037,573,0
211,2,DAMAGE,16,1,6,9137,552,775
211,2,SUPPORT,14,10,7,5351,5594,0
211,2,SUPPORT,9,17,5,3391,6653,419
212,1,TANK,17,2,7,14762,0,8852
212,1,DAMAGE,21,2,4,11790,0,0
212,1,DAMAGE,16,0,10,12574,0,2032
212,1,SUPPORT,10,22,4,2704,12851,120
212,1,SUPPORT,12,11,9,5425,11705,219
212,2,TANK,17,6,6,13112,1970,5752
212,2,DAMAGE,19,4,5,14797,0,2437
212,2,DAMAGE,18,1,9,15557,675,35
212,2,SUPPORT,11,18,5,3290,12173,0
212,2,SUPPORT,12,15,9,7405,11336,1686
213,1,TANK,6,4,6,5779,0,3441
213,1,DAMAGE,3,1,8,2705,0,0
213,1,DAMAGE,11,0,6,6558,184,0
213,1,SUPPORT,6,6,7,2242,3611,1218
213,1,SUPPORT,0,5,6,280,3109,0
213,2,TANK,20,5,1,4832,206,2320
213,2,DAMAGE,24,0,6,8626,0,0
213,2,DAMAGE,20,0,1,4714,0,806
213,2,SUPPORT,4,15,2,603,5431,0
213,2,SUPPORT,0,21,1,0,5703,0
214,1,TANK,11,2,6,5955,262,6520
214,1,DAMAGE,7,1,5,3824,0,552
214,1,DAMAGE,6,1,4,4664,309,2879
214,1,SUPPORT,4,6,5,3691,3678,159
214,1,SUPPORT,5,2,5,2788,3449,1169
214,2,TANK,7,0,4,4251,0,7196
214,2,DAMAGE,15,6,2,6631,0,0
214,2,DAMAGE,13,3,4,4693,0,0
214,2,SUPPORT,6,7,3,1638,6865,703
214,2,SUPPORT,11,3,4,5459,3945,165
215,1,TANK,2,2,5,5446,0,7650
215,1,DAMAGE,3,0,5,2650,0,0
215,1,DAMAGE,1,0,6,2398,72,410
215,1,SUPPORT,0,1,3,908,3370,141
215,1,SUPPORT,2,3,1,787,5021,591
215,2,TANK,9,2,1,3723,0,9666
215,2,DAMAGE,14,3,1,4651,0,426
215,2,DAMAGE,11,1,0,7150,0,0
215,2,SUPPORT,6,11,1,1064,4965,73
215,2,SUPPORT,9,6,1,2182,3696,0
216,1,TANK,5,1,4,5391,0,7194
216,1,DAMAGE,6,0,6,4337,236,0
216,1,DAMAGE,4,1,7,2943,0,277
216,1,SUPPORT,3,8,4,1607,5521,247
216,1,SUPPORT,1,1,5,1359,2877,719
216,2,TANK,13,6,2,5259,0,2371
216,2,DAMAGE,19,1,3,6813,0,188
216,2,DAMAGE,14,5,1,5062,0,47
216,2,SUPPORT,5,14,1,984,5705,336
216,2,SUPPORT,8,13,2,2199,3458,0
217,1,TANK,12,3,8,6005,271,3344
217,1,DAMAGE,11,0,2,5717,0,0
217,1,DAMAGE,8,2,11,4410,0,289
217,1,SUPPORT,6,11,7,2973,6647,0
217,1,SUPPORT,5,10,6,2333,6637,0
217,2,TANK,21,6,2,9090,579,1510
217,2,DAMAGE,20,1,4,5697,0,1005
217,2,DAMAGE,23,0,7,8279,0,0
217,2,SUPPORT,12,6,2,3159,3602,0
217,2,SUPPORT,17,15,4,4356,6067,301
218,1,TANK,3,0,1,3525,0,11355
218,1,DAMAGE,6,2,6,5257,488,1083
218,1,DAMAGE,8,0,7,4164,0,75
218,1,SUPPORT,4,5,5,3585,3889,306
218,1,SUPPORT,3,2,6,1248,5444,202
218,2,TANK,12,0,4,5096,0,2502
218,2,DAMAGE,14,5,3,5558,70,0
218,2,DAMAGE,8,1,1,4713,0,61
218,2,SUPPORT,13,13,2,4829,4059,0
218,2,SUPPORT,8,17,1,909,5941,787
219,1,TANK,24,8,8,10067,2188,2608
219,1,DAMAGE,27,5,3,8147,0,0
219,1,DAMAGE,19,1,12,7673,732,114
219,1,SUPPORT,23,16,9,4564,6094,1366
219,1,SUPPORT,21,13,11,7303,4750,0
219,2,TANK,19,8,12,7184,0,6842
219,2,DAMAGE,25,4,10,7690,484,1248
219,2,DAMAGE,28,1,8,10440,0,342
219,2,SUPPORT,23,14,4,10125,6158,559
219,2,SUPPORT,1,30,7,80,12726,0
220,1,TANK,2,2,8,6690,616,9554
220,1,DAMAGE,9,0,8,9257,0,0
220,1,DAMAGE,9,2,8,10369,0,25
220,1,SUPPORT,2,1,2,2627,5759,73
220,1,SUPPORT,0,5,3,1088,9736,264
220,2,TANK,23,5,1,12838,1568,1569
220,2,DAMAGE,11,0,4,6473,0,0
220,2,DAMAGE,20,1,5,6472,0,0
220,2,SUPPORT,6,19,1,3007,7442,0
220,2,SUPPORT,8,13,3,2338,13381,1071
221,1,TANK,17,5,11,14793,0,17666
221,1,DAMAGE,15,4,16,13556,0,0
221,1,DAMAGE,21,3,12,15368,0,0
221,1,SUPPORT,11,5,10,6307,9633,837
221,1,SUPPORT,4,15,4,2321,10643,0
221,2,TANK,28,4,7,12716,6683,2078
221,2,DAMAGE,25,0,7,13991,0,503
221,2,DAMAGE,29,5,7,10133,168,0
221,2,SUPPORT,15,31,5,6453,10723,0
221,2,SUPPORT,6,22,7,2083,15940,0
222,1,TANK,20,5,8,10915,379,6002
222,1,DAMAGE,21,1,2,12539,0,0
222,1,DAMAGE,18,9,9,10408,175,583
222,1,SUPPORT,1,14,5,226,10102,0
222,1,SUPPORT,10,11,8,8235,6476,1054
222,2,TANK,17,6,2,7798,0,4424
222,2,DAMAGE,16,6,6,8699,0,0
222,2,DAMAGE,16,0,10,9409,0,1026
222,2,SUPPORT,17,13,5,7037,10385,398
222,2,SUPPORT,11,8,6,4516,7773,242
223,1,TANK,21,5,4,10687,0,10234
223,1,DAMAGE,11,0,10,6359,0,150
223,1,DAMAGE,18,0,8,8920,555,624
223,1,SUPPORT,6,17,4,2377,8012,658
223,1,SUPPORT,12,11,5,4363,7682,0
223,2,TANK,15,6,3,9178,789,3820
223,2,DAMAGE,19,5,7,8177,0,483
223,2,DAMAGE,14,1,6,6610,0,157
223,2,SUPPORT,4,16,7,1476,9292,295
223,2,SUPPORT,15,8,9,7013,6762,0
224,1,TANK,18,6,6,6164,724,3453
224,1,DAMAGE,16,3,4,4956,0,0
224,1,DAMAGE,14,4,7,6357,2,181
224,1,SUPPORT,6,9,7,1726,3919,251
224,1,SUPPORT,12,12,5,3955,3714,588
224,2,TANK,14,3,7,5841,35,3972
224,2,DAMAGE,20,0,4,5183,738,0
224,2,DAMAGE,17,3,5,6860,0,38
224,2,SUPPORT,7,22,4,2121,3614,160
224,2,SUPPORT,12,16,2,3498,4002,0
225,1,TANK,16,6,7,9982,1489,3322
225,1,DAMAGE,14,0,8,7973,0,139
225,1,DAMAGE,16,0,6,7295,0,0
225,1,SUPPORT,13,15,4,3186,6613,19
225,1,SUPPORT,10,14,7,3394,5900,1409
225,2,TANK,16,1,8,7003,0,6991
225,2,DAMAGE,21,3,2,11089,0,0
225,2,DAMAGE,15,0,6,5216,892,870
225,2,SUPPORT,14,18,3,3901,11245,0
225,2,SUPPORT,12,14,7,2894,6201,923
226,1,TANK,8,3,2,5944,0,12447
226,1,DAMAGE,8,0,6,6571,0,629
226,1,DAMAGE,8,0,8,5976,543,299
226,1,SUPPORT,6,5,9,4066,2895,379
226,1,SUPPORT,1,8,5,373,6641,0
226,2,TANK,22,7,3,6140,0,5346
226,2,DAMAGE,15,4,4,6105,0,1653
226,2,DAMAGE,14,0,3,4787,0,0
226,2,SUPPORT,16,15,1,4075,7132,111
226,2,SUPPORT,7,15,3,2053,5974,549
227,1,TANK,14,5,10,9905,592,5741
227,1,DAMAGE,14,1,7,5614,0,0
227,1,DAMAGE,24,1,10,13035,0,285
227,1,SUPPORT,7,14,8,3111,9264,299
227,1,SUPPORT,5,14,6,3299,11876,0
227,2,TANK,25,3,4,12665,243,5552
227,2,DAMAGE,21,4,10,9265,747,0
227,2,DAMAGE,21,8,6,9321,92,0
227,2,SUPPORT,16,16,7,5300,7686,0
227,2,SUPPORT,20,19,6,6176,8785,757
228,1,TANK,16,3,10,7729,0,24961
228,1,DAMAGE,14,2,13,9407,0,336
228,1,DAMAGE,18,4,12,11486,0,266
228,1,SUPPORT,11,14,2,2941,12835,167
228,1,SUPPORT,13,4,9,9546,6858,0
228,2,TANK,25,9,7,11113,995,9360
228,2,DAMAGE,19,4,5,10301,0,38
228,2,DAMAGE,27,3,9,10428,0,2412
228,2,SUPPORT,10,16,7,3694,7654,845
228,2,SUPPORT,21,12,8,6939,6913,0
229,1,TANK,18,4,5,7751,0,8967
229,1,DAMAGE,14,1,7,11124,0,829
229,1,DAMAGE,18,5,9,6932,514,0
229,1,SUPPORT,1,13,5,1000,9145,0
229,1,SUPPORT,10,15,8,2915,7960,466
229,2,TANK,16,2,4,9351,0,6484
229,2,DAMAGE,15,1,7,8874,0,1158
229,2,DAMAGE,18,2,4,11370,0,0
229,2,SUPPORT,8,8,6,4397,6323,1931
229,2,SUPPORT,2,9,8,1616,5916,613
230,1,TANK,11,6,5,6621,0,11472
230,1,DAMAGE,8,0,4,5309,0,0
230,1,DAMAGE,7,2,10,4480,0,1008
230,1,SUPPORT,7,9,7,2390,4410,0
230,1,SUPPORT,5,7,6,2715,6805,240
230,2,TANK,21,3,5,8752,401,3745
230,2,DAMAGE,11,1,2,8895,0,0
230,2,DAMAGE,18,3,3,6897,0,138
230,2,SUPPORT,7,5,3,2615,3551,582
230,2,SUPPORT,0,21,2,0,7339,0
231,1,TANK,6,3,7,9220,1049,5008
231,1,DAMAGE,9,0,6,7026,712,0
231,1,DAMAGE,12,2,7,8006,0,76
231,1,SUPPORT,7,8,2,2550,8327,663
231,1,SUPPORT,4,5,8,3159,6741,510
231,2,TANK,19,1,1,8224,0,13860
231,2,DAMAGE,20,2,4,10203,0,78
231,2,DAMAGE,15,0,8,7150,0,1021
231,2,SUPPORT,11,19,1,2932,10531,897
231,2,SUPPORT,15,16,2,5255,10088,0
232,1,TANK,18,2,6,9643,0,5801
232,1,DAMAGE,18,1,8,10944,1247,675
232,1,DAMAGE,16,1,5,9572,0,341
232,1,SUPPORT,9,14,5,2932,10121,0
