Q,I,T,Ro,E,A,D,Dm,H,M,Re
R,267,1,D,14,3,2,6235,273,1042,V
R,267,1,S,16,14,0,3033,8121,454,V
R,267,1,S,1,23,0,212,10165,841,V
R,267,2,T,3,0,8,7118,0,5653,De
R,267,2,D,3,0,6,8946,0,0,De
R,267,2,D,2,0,8,5197,871,1833,De
R,267,2,S,1,0,6,2604,3343,0,De
R,267,2,S,0,4,5,293,6494,0,De
R,268,1,T,18,2,1,6229,0,5604,V
R,268,1,D,12,5,1,3396,214,5,V
R,268,1,D,14,1,3,4249,575,0,V
R,268,1,S,10,13,2,2461,4031,379,V
R,268,1,S,19,12,0,4262,3740,244,V
R,268,2,T,0,0,5,3445,174,3105,De
R,268,2,D,5,1,7,4780,0,67,De
R,268,2,D,5,0,6,3420,0,0,De
R,268,2,S,2,2,7,1293,4021,0,De
R,268,2,S,0,1,4,940,4098,0,De
R,269,1,T,30,10,12,15085,0,25868,V
R,269,1,D,27,0,3,8917,0,0,V
R,269,1,D,31,0,8,17721,102,1356,V
R,269,1,S,11,32,4,3597,16414,1169,V
R,269,1,S,22,22,8,8632,12240,403,V
R,269,2,T,21,9,10,16449,2762,7278,De
R,269,2,D,20,4,12,14014,0,2780,De
R,269,2,D,25,6,9,12116,670,1934,De
R,269,2,S,14,16,7,4297,10188,539,De
R,269,2,S,14,9,12,4102,13561,1132,De
R,270,1,T,23,4,4,12243,449,7044,V
R,270,1,D,20,0,3,9050,0,0,V
R,270,1,D,20,10,5,7858,117,0,V
R,270,1,S,10,9,6,2843,4308,541,V
R,270,1,S,7,15,3,3000,6563,90,V
R,270,2,T,14,5,6,8880,0,7930,De
R,270,2,D,10,1,7,6067,605,492,De
R,270,2,D,16,1,6,8754,0,47,De
R,270,2,S,2,15,8,999,8843,648,De
R,270,2,S,3,12,7,1856,8388,495,De
R,271,1,T,25,11,0,8898,0,12315,V
R,271,1,D,22,1,6,8967,973,0,V
R,271,1,D,20,0,7,7435,0,1057,V
R,271,1,S,8,21,5,2645,7601,532,V
R,271,1,S,9,25,2,1642,11457,0,V
R,271,2,T,15,3,6,8631,339,6434,De
R,271,2,D,3,0,9,5022,354,14,De
R,271,2,D,13,2,8,9263,0,0,De
R,271,2,S,3,4,4,2843,5664,372,De
R,271,2,S,6,5,7,4543,7838,0,De
R,272,1,T,26,13,6,11387,0,6307,V
R,272,1,D,23,1,5,6387,0,0,V
R,272,1,D,20,1,8,10129,1755,0,V
R,272,1,S,15,13,6,5662,6470,707,V
R,272,1,S,18,16,1,4901,9205,1577,V
R,272,2,T,18,3,6,11856,0,14806,De
R,272,2,D,13,0,6,8005,0,1821,De
R,272,2,D,14,0,7,10377,0,89,De
R,272,2,S,8,11,8,3117,7560,708,De
R,272,2,S,8,12,7,2119,12592,200,De
R,273,1,T,21,5,5,11559,0,15594,V
R,273,1,D,17,1,10,9205,646,145,V
R,273,1,D,19,1,10,10040,0,0,V
R,273,1,S,8,14,6,2315,9726,671,V
R,273,1,S,9,12,6,4428,9027,1054,V
R,273,2,T,24,11,8,11545,0,9993,De
R,273,2,D,22,0,7,9248,67,2184,De
R,273,2,D,25,0,6,9877,1545,0,De
R,273,2,S,13,12,7,3977,7723,0,De
R,273,2,S,7,14,6,1958,10770,878,De
R,274,1,T,26,10,2,4936,0,6027,V
R,274,1,D,24,2,1,8561,241,915,V
R,274,1,D,19,4,2,8155,0,0,V
R,274,1,S,7,15,2,1425,4860,708,V
R,274,1,S,1,16,3,268,7387,0,V
R,274,2,T,5,1,5,6063,0,5142,De
R,274,2,D,4,0,6,5138,162,0,De
R,274,2,D,5,1,8,5348,24,1259,De
R,274,2,S,6,4,7,2788,5941,0,De
R,274,2,S,2,2,6,1664,4774,0,De
R,275,1,T,42,8,9,15957,368,9703,V
R,275,1,D,34,0,11,13600,0,2080,V
R,275,1,D,36,4,7,15495,0,122,V
R,275,1,S,33,29,2,8136,11184,257,V
R,275,1,S,13,31,11,3221,11678,413,V
R,275,2,T,19,5,12,13021,187,13831,De
R,275,2,D,26,2,10,11911,87,3069,De
R,275,2,D,22,6,12,12664,1026,2716,De
R,275,2,S,8,16,13,4018,10173,823,De
R,275,2,S,15,16,11,5258,15921,0,De
R,276,1,T,31,13,5,11508,378,3885,V
R,276,1,D,25,0,5,6604,0,0,V
R,276,1,D,23,4,13,6325,0,9,V
R,276,1,S,15,23,5,3362,6501,361,V
R,276,1,S,16,21,7,4921,7069,1611,V
R,276,2,T,21,3,12,11310,0,13374,De
R,276,2,D,17,0,14,8589,0,0,De
R,276,2,D,15,3,10,6323,75,17,De
R,276,2,S,8,12,13,4034,4996,289,De
R,276,2,S,3,1,1,406,186,0,De
R,277,1,T,13,1,0,7117,242,5422,V
R,277,1,D,10,0,1,2722,0,0,V
R,277,1,D,12,3,1,2763,0,0,V
R,277,1,S,3,8,1,1785,4185,307,V
R,277,1,S,8,14,0,2550,4369,0,V
R,277,2,T,1,1,5,3797,0,4887,De
R,277,2,D,1,0,4,2343,0,1092,De
R,277,2,D,3,1,2,3498,611,0,De
R,277,2,S,1,1,4,1316,4451,370,De
R,277,2,S,1,1,4,1406,3038,0,De
R,278,1,T,28,3,11,16982,0,24614,V
R,278,1,D,41,7,7,19583,0,0,V
R,278,1,D,26,3,20,15165,1377,2814,V
R,278,1,S,25,18,14,10937,15317,0,V
R,278,1,S,12,43,4,3907,20015,0,V
R,278,2,T,25,7,10,14588,99,7786,De
R,278,2,D,29,4,13,18468,0,1674,De
R,278,2,D,22,3,14,13580,0,435,De
R,278,2,S,16,24,10,6402,17196,714,De
R,278,2,S,32,19,17,14246,7173,0,De
R,279,1,T,32,5,5,14708,0,19930,V
R,279,1,D,28,2,8,12440,548,662,V
R,279,1,D,15,2,8,9566,1265,0,V
R,279,1,S,11,11,10,3310,7797,926,V
R,279,1,S,9,22,9,3591,14055,518,V
R,279,2,T,28,9,6,16891,1514,8686,De
R,279,2,D,27,0,6,10733,0,0,De
R,279,2,D,22,3,9,8866,306,242,De
R,279,2,S,8,10,12,5440,7679,296,De
R,279,2,S,4,17,9,2069,10483,395,De
R,280,1,T,20,6,3,5592,4502,3416,V
R,280,1,D,24,11,2,9419,0,0,V
R,280,1,D,24,1,5,6553,96,0,V
R,280,1,S,13,9,6,4976,4187,155,V
R,280,1,S,8,15,2,3320,7823,0,V
R,280,2,T,8,0,5,7461,0,9982,De
R,280,2,D,8,0,9,7083,491,0,De
R,280,2,D,10,1,10,5351,0,0,De
R,280,2,S,5,5,10,3450,4216,38,De
R,280,2,S,8,2,10,3553,6848,0,De
R,281,1,T,30,13,0,16458,0,14351,V
R,281,1,D,24,0,6,13686,0,111,V
R,281,1,D,21,6,10,8746,147,224,V
R,281,1,S,4,21,4,1418,13542,0,V
R,281,1,S,10,22,3,5640,10188,0,V
R,281,2,T,8,2,7,11767,2034,11377,De
R,281,2,D,15,0,15,8559,476,44,De
R,281,2,D,13,0,3,9492,0,1405,De
R,281,2,S,6,6,7,5018,9020,0,De
R,281,2,S,3,7,9,2942,10824,319,De
R,282,1,T,19,8,0,7179,0,10085,V
R,282,1,D,11,2,6,5240,526,657,V
R,282,1,D,19,1,4,7406,0,997,V
R,282,1,S,15,9,3,5352,8289,0,V
R,282,1,S,3,10,3,1357,9317,297,V
R,282,2,T,7,0,7,7747,0,7186,De
R,282,2,D,7,1,3,9659,0,0,De
R,282,2,D,11,0,6,6769,0,919,De
R,282,2,S,6,6,5,3118,6317,0,De
R,282,2,S,2,7,4,825,8391,36,De
R,283,1,T,40,21,1,13935,0,16631,V
R,283,1,D,30,0,10,13609,46,898,V
R,283,1,D,18,0,10,9162,0,185,V
R,283,1,S,20,38,7,4340,14523,5146,V
R,283,1,S,20,31,6,3471,17020,1368,V
R,283,2,T,11,5,10,15939,326,9853,De
R,283,2,D,15,0,12,10208,0,3805,De
R,283,2,D,23,0,11,16090,0,114,De
R,283,2,S,4,15,10,3248,9598,166,De
R,283,2,S,14,19,10,8262,11506,3191,De
R,284,1,T,21,4,2,10452,0,11473,V
R,284,1,D,15,5,3,7354,0,0,V
R,284,1,D,15,0,3,7589,0,0,V
R,284,1,S,7,10,5,3016,5951,544,V
R,284,1,S,7,13,4,3851,7487,663,V
R,284,2,T,10,5,4,7264,5,5440,De
R,284,2,D,6,0,6,6152,0,306,De
R,284,2,D,10,1,7,6642,0,270,De
R,284,2,S,3,5,7,1275,5436,0,De
R,284,2,S,4,7,7,2490,6884,2060,De
R,285,1,T,20,1,1,11620,0,6147,V
R,285,1,D,11,0,3,2670,0,0,V
R,285,1,D,15,2,5,7114,143,206,V
R,285,1,S,6,15,2,1867,9928,622,V
R,285,1,S,6,8,3,3609,6011,105,V
R,285,2,T,2,0,5,9332,172,4321,De
R,285,2,D,8,0,5,6340,0,806,De
R,285,2,D,9,0,5,5497,0,1345,De
R,285,2,S,1,2,5,1061,7166,392,De
R,285,2,S,3,4,6,2218,6067,0,De
R,286,1,T,45,8,4,14464,0,23424,V
R,286,1,D,32,2,10,12355,957,90,V
R,286,1,D,29,1,9,11180,0,0,V
R,286,1,S,16,33,9,4305,11465,0,V
R,286,1,S,17,28,8,4957,8771,1219,V
R,286,2,T,21,4,11,12266,462,6109,De
R,286,2,D,28,3,9,11403,2365,1887,De
R,286,2,D,19,3,12,12347,1249,0,De
R,286,2,S,5,14,14,2614,8438,637,De
R,286,2,S,8,17,13,3496,9104,3538,De
R,287,1,T,16,2,0,6008,0,6982,V
R,287,1,D,18,1,2,5488,204,49,V
R,287,1,D,4,0,4,2869,694,0,V
R,287,1,S,5,2,3,1476,3464,79,V
R,287,1,S,5,9,2,1528,3755,745,V
R,287,2,T,8,1,5,4743,0,5609,De
R,287,2,D,5,0,5,3525,638,0,De
R,287,2,D,7,2,6,3962,11,0,De
R,287,2,S,6,2,3,2160,2965,0,De
R,287,2,S,1,6,4,204,4320,0,De
R,288,1,T,19,4,5,8187,0,5583,V
R,288,1,D,22,1,5,5663,0,0,V
R,288,1,D,20,2,7,9916,2001,0,V
R,288,1,S,16,15,3,4296,8925,385,V
R,288,1,S,19,11,6,5992,6740,552,V
R,288,2,T,18,3,6,9887,0,14080,De
R,288,2,D,11,2,8,7290,888,1875,De
R,288,2,D,13,0,7,8020,0,54,De
R,288,2,S,13,9,7,6102,8277,0,De
R,288,2,S,8,11,8,2402,8244,0,De
R,289,1,T,31,4,6,16242,0,22411,V
R,289,1,D,30,6,6,15608,0,0,V
R,289,1,D,34,4,6,16219,0,294,V
R,289,1,S,8,25,7,1695,13339,767,V
R,289,1,S,18,13,7,3377,10081,0,V
R,289,2,T,14,6,10,8357,0,14073,De
R,289,2,D,19,0,14,11045,1454,924,De
R,289,2,D,17,1,9,13937,1210,0,De
R,289,2,S,12,14,7,7237,12463,2769,De
R,289,2,S,7,6,11,4083,11080,459,De
R,290,1,T,19,11,3,8783,0,17238,V
R,290,1,D,19,2,9,10958,0,0,V
R,290,1,D,27,3,4,14615,0,0,V
R,290,1,S,8,3,6,6028,9502,0,V
R,290,1,S,10,6,7,4942,7322,0,V
R,290,2,T,12,1,6,10194,0,13539,De
R,290,2,D,11,0,10,8942,467,147,De
R,290,2,D,11,3,12,6593,415,0,De
R,290,2,S,5,7,4,2534,13197,689,De
R,290,2,S,3,6,7,3790,9426,2477,De
R,291,1,T,4,2,0,1722,0,1385,V
R,291,1,D,8,0,0,2004,0,0,V
R,291,1,D,9,0,0,3412,472,0,V
R,291,1,S,0,5,0,467,2389,0,V
R,291,1,S,3,2,2,2077,1308,0,V
R,291,2,T,0,0,3,1699,0,1393,De
R,291,2,D,1,0,1,1888,391,0,De
R,291,2,D,0,0,4,1198,0,300,De
R,291,2,S,1,1,2,784,2342,104,De
R,291,2,S,1,2,2,120,2058,0,De
R,292,1,T,24,6,2,7422,0,2986,V
R,292,1,D,24,0,1,4559,0,0,V
R,292,1,D,24,0,3,6529,0,437,V
R,292,1,S,15,22,1,2052,9009,0,V
R,292,1,S,15,17,3,4726,2432,280,V
R,292,2,T,6,0,8,5766,0,11663,De
R,292,2,D,8,0,7,3611,0,7,De
R,292,2,D,4,0,8,4784,0,243,De
R,292,2,S,1,2,8,1248,3216,30,De
R,292,2,S,3,0,6,2703,4462,0,De
R,293,1,T,23,2,1,9975,1666,4767,V
R,293,1,D,20,0,0,5669,0,0,V
R,293,1,D,12,1,6,6384,95,2412,V
R,293,1,S,16,12,4,4995,5221,1008,V
R,293,1,S,5,13,6,1880,5380,0,V
R,293,2,T,12,0,5,7819,1325,5426,De
R,293,2,D,9,0,10,4948,0,814,De
R,293,2,D,10,1,8,4224,911,1902,De
R,293,2,S,7,5,4,3513,6814,0,De
R,293,2,S,3,10,5,1490,5859,0,De
R,294,1,T,16,2,6,9964,0,20435,V
R,294,1,D,16,3,8,11406,838,2441,V
R,294,1,D,13,0,7,8771,0,0,V
R,294,1,S,9,14,6,3016,10814,6234,V
R,294,1,S,3,7,5,1233,10785,1615,V
R,294,2,T,19,8,6,13330,0,5615,De
R,294,2,D,13,3,7,10559,0,13,De
R,294,2,D,14,2,5,7547,885,21,De
R,294,2,S,11,15,6,4216,8188,664,De
R,294,2,S,13,14,4,5010,9797,0,De
R,295,1,T,26,5,8,16043,0,11354,V
R,295,1,D,25,6,8,8998,1185,3613,V
R,295,1,D,25,0,3,6783,0,0,V
R,295,1,S,15,23,8,4801,10059,1209,V
R,295,1,S,15,12,7,5628,9958,0,V
R,295,2,T,14,2,9,12163,0,12080,De
R,295,2,D,18,0,10,10550,625,213,De
R,295,2,D,16,1,9,8039,1175,0,De
R,295,2,S,9,2,7,6815,8489,0,De
R,295,2,S,5,16,7,2469,11763,1635,De
R,296,1,T,12,5,1,3935,1331,2409,V
R,296,1,D,15,3,2,4053,847,0,V
R,296,1,D,16,6,1,4664,1019,1835,V
R,296,1,S,12,17,0,2662,6743,2360,V
R,296,1,S,15,13,2,2996,3628,0,V
R,296,2,T,4,1,8,4892,0,6475,De
R,296,2,D,3,0,6,4420,135,364,De
R,296,2,D,2,0,4,5092,0,68,De
R,296,2,S,3,4,5,2000,2598,89,De
R,296,2,S,0,2,5,2064,2578,0,De
R,297,1,T,13,1,1,6566,0,6989,V
R,297,1,D,18,2,0,6248,0,132,V
R,297,1,D,14,3,0,6250,508,473,V
R,297,1,S,9,17,0,2022,5206,1330,V
R,297,1,S,9,11,0,1504,5997,0,V
R,297,2,T,1,0,5,4723,0,7053,De
R,297,2,D,0,0,9,4749,0,462,De
R,297,2,D,0,0,8,4109,233,0,De
R,297,2,S,1,1,1,817,7113,0,De
R,297,2,S,0,0,3,893,4449,641,De
R,298,1,T,9,4,0,3951,0,6122,V
R,298,1,D,14,1,1,5605,0,0,V
R,298,1,D,10,0,0,3809,0,6,V
R,298,1,S,4,12,0,1355,3219,988,V
R,298,1,S,4,4,0,1359,4000,0,V
R,298,2,T,1,0,2,1904,0,2623,De
R,298,2,D,1,0,8,1635,267,0,De
R,298,2,D,1,0,4,3180,208,0,De
R,298,2,S,0,1,3,549,4785,253,De
R,298,2,S,0,0,3,1817,2282,0,De
R,299,1,T,1,1,0,769,0,3936,V
R,299,1,D,6,0,0,3398,0,0,V
R,299,1,D,3,0,2,2586,0,0,V
R,299,1,S,1,4,0,300,2225,354,V
R,299,1,S,1,1,1,2168,1671,0,V
R,299,2,T,1,0,1,2222,0,6547,De
R,299,2,D,3,0,3,2070,0,0,De
R,299,2,D,0,0,3,960,0,0,De
R,299,2,S,0,0,1,390,2649,0,De
R,299,2,S,0,0,1,366,1706,0,De
R,300,1,T,25,6,11,15931,5704,10306,V
R,300,1,D,26,6,13,15334,931,3742,V
R,300,1,D,25,1,12,18944,0,43,V
R,300,1,S,20,25,8,4937,19080,1269,V
R,300,1,S,26,28,6,7182,16721,4170,V
R,300,2,T,27,8,12,17711,89,21166,De
R,300,2,D,30,7,11,15330,940,235,De
R,300,2,D,29,6,10,18013,570,371,De
R,300,2,S,25,30,11,12618,14052,73,De
R,300,2,S,18,23,11,5666,17024,1152,De
R,301,1,T,12,3,4,6123,362,1728,V
R,301,1,D,22,3,2,10291,0,0,V
R,301,1,D,13,1,6,5797,0,650,V
R,301,1,S,9,14,1,2442,5291,1781,V
R,301,1,S,3,9,5,1010,6684,0,V
R,301,2,T,4,1,4,5273,0,10413,De
R,301,2,D,12,0,8,6406,0,110,De
R,301,2,D,9,3,5,6732,545,3251,De
R,301,2,S,4,4,6,1193,4895,1583,De
R,301,2,S,6,7,6,1697,8906,727,De
R,302,1,T,23,4,5,9020,155,5590,V
R,302,1,D,15,0,6,7763,0,2325,V
R,302,1,D,25,2,5,9708,1040,445,V
R,302,1,S,12,20,5,3394,8731,3940,V
R,302,1,S,15,13,3,3941,8187,50,V
R,302,2,T,15,2,7,10897,0,9680,De
R,302,2,D,13,0,9,5954,0,23,De
R,302,2,D,17,3,6,8217,2239,5593,De
R,302,2,S,7,9,5,2427,8667,493,De
R,302,2,S,6,9,6,4443,7486,470,De
R,303,1,T,16,3,1,8612,0,9084,V
R,303,1,D,15,0,1,3181,0,0,V
R,303,1,D,29,3,1,10350,0,0,V
R,303,1,S,11,12,2,1445,4777,248,V
R,303,1,S,7,2,1,1160,6808,0,V
R,303,2,T,4,0,5,6361,0,5506,De
R,303,2,D,0,0,9,2393,0,41,De
R,303,2,D,3,0,8,3388,165,0,De
R,303,2,S,4,3,6,2017,5351,468,De
R,303,2,S,0,2,9,1830,3233,0,De
R,304,1,T,42,20,3,16337,0,20344,V
R,304,1,D,28,0,6,5625,0,0,V
R,304,1,D,38,8,6,13723,351,2951,V
R,304,1,S,22,15,6,5587,14527,0,V
R,304,1,S,12,25,7,4283,12766,1149,V
R,304,2,T,11,2,9,14645,387,12186,De
R,304,2,D,18,0,8,10390,0,358,De
R,304,2,D,6,0,13,10107,0,98,De
R,304,2,S,9,5,10,6061,9533,149,De
R,304,2,S,7,7,12,4819,7445,437,De
R,305,1,T,21,5,4,5890,418,3156,V
R,305,1,D,14,0,1,3120,0,0,V
R,305,1,D,22,0,2,7494,0,2249,V
R,305,1,S,9,14,3,3183,5899,3060,V
R,305,1,S,23,13,0,6902,6450,0,V
R,305,2,T,5,1,7,6888,944,1824,De
R,305,2,D,6,1,8,6077,0,389,De
R,305,2,D,3,0,8,4639,0,0,De
R,305,2,S,4,3,7,2301,4341,1897,De
R,305,2,S,5,3,8,2703,5224,0,De
R,306,1,T,17,3,1,7597,0,16332,V
R,306,1,D,19,0,8,8572,0,2113,V
R,306,1,D,19,7,8,8327,0,0,V
R,306,1,S,13,16,5,5330,8057,0,V
R,306,1,S,9,15,4,2242,5439,488,V
R,306,2,T,14,2,7,5729,0,9910,De
R,306,2,D,13,5,7,5566,0,16,De
R,306,2,D,19,1,8,6244,1494,124,De
R,306,2,S,5,8,5,2943,6320,1036,De
R,306,2,S,10,8,6,5001,7397,249,De
R,307,1,T,26,3,2,9713,1318,13789,V
R,307,1,D,17,4,7,8977,38,3225,V
R,307,1,D,27,0,6,9233,0,31,V
R,307,1,S,13,12,5,5221,7913,761,V
R,307,1,S,10,9,7,2685,9528,0,V
R,307,2,T,13,3,7,9758,1090,6682,De
R,307,2,D,16,0,8,10261,2487,0,De
R,307,2,D,18,0,8,9381,0,50,De
R,307,2,S,7,10,8,3639,6299,233,De
R,307,2,S,6,13,9,2810,7580,2528,De
R,308,1,T,19,10,3,9906,0,9798,V
R,308,1,D,14,5,7,5456,75,0,V
R,308,1,D,19,10,2,10790,707,1884,V
R,308,1,S,19,19,1,4573,9046,4507,V
R,308,1,S,14,6,0,3916,9187,0,V
R,308,2,T,5,1,7,9407,1103,7223,De
R,308,2,D,7,0,7,5576,0,29,De
R,308,2,D,5,0,8,8017,137,1206,De
R,308,2,S,4,3,5,2770,6841,1581,De
R,308,2,S,6,4,6,4315,9763,0,De
R,309,1,T,26,5,4,11583,0,10715,V
R,309,1,D,20,11,5,9104,0,0,V
R,309,1,D,27,0,4,12652,1988,0,V
R,309,1,S,21,14,2,3728,11044,0,V
R,309,1,S,11,17,1,977,10161,764,V
R,309,2,T,6,0,8,10992,0,4199,De
R,309,2,D,10,2,7,9001,0,15,De
R,309,2,D,10,1,11,10077,591,1181,De
R,309,2,S,6,8,7,2681,9038,851,De
R,309,2,S,5,4,8,2165,10924,0,De
R,310,1,T,34,9,9,15714,737,12124,V
R,310,1,D,27,12,10,11591,540,3469,V
R,310,1,D,40,0,9,13169,517,0,V
R,310,1,S,29,31,2,5598,11467,331,V
R,310,1,S,20,20,10,5317,7660,648,V
R,310,2,T,19,1,11,10972,0,10436,De
R,310,2,D,22,3,12,10653,395,778,De
R,310,2,D,25,0,9,11259,2510,33,De
R,310,2,S,12,16,10,5510,13017,0,De
R,310,2,S,8,16,12,3945,10058,667,De
R,311,1,T,28,15,5,14884,0,8079,V
R,311,1,D,15,2,9,10500,0,585,V
R,311,1,D,34,0,9,15590,1278,1126,V
R,311,1,S,21,23,1,5389,13428,0,V
R,311,1,S,10,21,7,3955,12029,1216,V
R,311,2,T,21,5,6,14214,0,20071,De
R,311,2,D,14,2,16,9338,1429,0,De
R,311,2,D,14,2,13,7586,180,301,De
R,311,2,S,18,10,8,10572,9356,0,De
R,311,2,S,6,17,6,1453,16607,437,De
R,312,1,T,48,5,7,20471,924,21123,V
R,312,1,D,39,4,20,24948,0,635,V
R,312,1,D,44,0,15,13889,70,1525,V
R,312,1,S,0,42,12,0,14953,0,V
R,312,1,S,29,39,9,12662,15777,1365,V
R,312,2,T,23,1,14,15972,3042,8125,De
R,312,2,D,24,6,22,12604,1843,2813,De
R,312,2,D,35,6,17,17016,829,17,De
R,312,2,S,17,18,15,9773,12027,802,De
R,312,2,S,14,31,16,4516,14311,159,De
R,313,1,T,21,3,7,7600,89,18811,V
R,313,1,D,24,9,5,8210,2609,4975,V
R,313,1,D,17,3,7,7162,0,2174,V
R,313,1,S,16,20,4,3578,8961,2151,V
R,313,1,S,20,16,7,7216,10279,0,V
R,313,2,T,25,7,8,14470,0,7234,De
R,313,2,D,13,2,7,10336,0,171,De
R,313,2,D,15,4,8,10306,1056,0,De
R,313,2,S,11,15,8,2483,9400,226,De
R,313,2,S,8,15,11,2794,6438,0,De
R,314,1,T,27,3,4,11043,0,10344,V
R,314,1,D,14,2,6,8180,0,321,V
R,314,1,D,23,4,5,9378,1487,260,V
R,314,1,S,10,12,2,1591,10086,0,V
R,314,1,S,14,13,5,7623,6193,0,V
R,315,1,T,23,4,7,10952,5247,9053,V
R,315,1,D,26,0,7,8437,0,0,V
R,315,1,D,32,5,12,11595,0,112,V
R,315,1,S,17,25,10,5589,12127,618,V
R,315,1,S,18,31,14,5898,9344,1922,V
R,315,2,T,33,3,10,16726,132,8626,De
R,315,2,D,19,2,6,11944,964,832,De
R,315,2,D,19,0,15,11343,0,225,De
R,315,2,S,9,14,10,3486,8070,498,De
R,315,2,S,20,15,11,7737,6522,0,De
R,316,1,T,30,6,5,9739,0,11460,V
R,316,1,D,29,7,6,7706,0,0,V
R,316,1,D,32,5,4,14663,0,0,V
R,316,1,S,10,19,5,2335,6318,308,V
R,316,1,S,17,10,6,6148,8111,0,V
R,316,2,T,13,4,11,7422,0,5780,De
R,316,2,D,12,1,13,6742,0,1042,De
R,316,2,D,12,1,11,7033,0,248,De
R,316,2,S,5,5,8,5235,5964,417,De
R,316,2,S,7,5,8,2329,9110,0,De
R,317,1,T,16,7,0,6200,1234,767,V
R,317,1,D,13,0,1,3408,0,0,V
R,317,1,D,10,3,2,4165,0,0,V
R,317,1,S,6,5,1,1320,2167,0,V
R,317,1,S,2,11,0,515,2758,0,V
R,317,2,T,3,0,3,2652,560,2275,De
R,317,2,D,2,0,7,2748,0,2,De
R,317,2,D,0,0,4,2960,92,331,De
R,317,2,S,1,1,3,426,3699,0,De
R,317,2,S,1,1,3,755,2833,7,De
R,318,1,T,17,8,1,6630,1987,2372,V
R,318,1,D,7,4,3,3596,0,0,V
R,318,1,D,20,0,3,7569,1557,0,V
R,318,1,S,10,8,2,1879,4403,1543,V
R,318,1,S,8,12,3,1605,4269,569,V
R,318,2,T,10,3,5,5614,0,3636,De
R,318,2,D,7,1,7,5074,813,2135,De
R,318,2,D,7,1,8,5737,0,153,De
R,318,2,S,2,5,3,2102,4741,50,De
R,318,2,S,3,5,4,2717,5005,780,De
R,319,1,T,19,3,3,6877,1465,1636,V
R,319,1,D,14,6,6,6081,89,60,V
R,319,1,D,11,1,5,4222,202,4,V
R,319,1,S,6,8,3,1734,4205,0,V
R,319,1,S,9,15,2,1825,5583,1258,V
R,319,2,D,12,2,7,9161,0,0,De
R,319,2,S,7,5,3,2294,5833,0,De
R,320,1,T,35,2,6,16213,3803,6159,V
R,320,1,D,23,3,9,10801,702,411,V
R,320,1,D,25,4,8,12210,0,653,V
R,320,1,S,16,27,5,4169,10460,2860,V
R,320,1,S,11,17,2,4334,9040,443,V
R,320,2,T,11,3,5,8660,0,4562,De
R,320,2,D,20,0,14,13235,213,2585,De
R,320,2,D,15,2,11,8851,413,69,De
R,320,2,S,2,16,8,2356,12889,0,De
R,320,2,S,9,7,12,8036,5215,100,De
R,321,1,T,22,6,0,7728,1884,2370,V
R,321,1,D,26,11,3,5390,264,0,V
R,321,1,D,20,0,1,8918,0,0,V
R,321,1,S,28,6,0,5227,3748,0,V
R,321,1,S,3,18,1,367,4478,0,V
R,321,2,T,2,1,10,6165,0,4119,De
R,321,2,D,1,0,9,3690,236,194,De
R,321,2,D,4,0,13,5782,281,229,De
R,321,2,S,2,2,8,2863,4076,0,De
R,321,2,S,1,0,8,501,4799,0,De
R,322,1,T,20,2,6,10575,561,12057,V
R,322,1,D,36,1,6,11360,0,1883,V
R,322,1,D,27,4,5,11672,832,0,V
R,322,1,S,21,23,5,4832,6538,0,V
R,322,1,S,0,34,4,120,13343,0,V
R,322,2,T,15,4,5,11870,0,11258,De
R,322,2,D,8,2,11,6609,221,1140,De
R,322,2,D,16,0,9,8306,0,1436,De
R,322,2,S,7,13,9,4824,10335,1294,De
R,322,2,S,6,10,12,4184,6911,131,De
R,323,1,T,47,11,3,19792,0,7277,V
R,323,1,D,22,4,8,6420,855,319,V
R,323,1,D,31,0,5,9386,0,573,V
R,323,1,S,17,29,4,5311,10728,1429,V
R,323,1,S,23,27,3,4180,13013,0,V
R,323,2,T,11,3,9,12198,0,11480,De
R,323,2,D,10,1,16,13338,0,158,De
R,323,2,D,9,3,11,9680,0,149,De
R,323,2,S,1,14,10,509,12403,0,De
R,323,2,S,10,7,8,5804,6293,243,De
R,324,1,T,18,9,0,5587,0,2787,V
R,324,1,D,16,4,0,4942,481,1496,V
R,324,1,D,16,4,6,4410,0,0,V
R,324,1,S,4,9,3,814,4216,43,V
R,324,1,S,5,13,3,1458,4107,1489,V
R,324,2,T,3,1,5,5218,0,3667,De
R,324,2,D,5,0,7,3511,0,181,De
R,324,2,D,5,0,5,3025,75,0,De
R,324,2,S,2,3,6,1041,2428,46,De
R,324,2,S,2,4,4,1905,3787,0,De
R,325,1,T,35,7,4,17619,0,13429,V
R,325,1,D,20,0,14,10030,1716,0,V
R,325,1,D,28,4,11,11714,0,373,V
R,325,1,S,25,31,7,6205,12598,1461,V
R,325,1,S,12,32,6,2549,14637,1086,V
R,325,2,T,24,6,10,13784,1081,7656,De
R,325,2,D,20,2,14,14298,0,311,De
R,325,2,D,26,0,11,13772,0,3170,De
R,325,2,S,12,18,9,5252,8848,823,De
R,325,2,S,7,17,12,3687,12873,0,De
R,326,1,T,19,4,5,14168,0,15740,V
R,326,1,D,17,6,9,12431,0,0,V
R,326,1,D,20,0,4,11911,102,0,V
R,326,1,S,9,21,3,4750,13588,0,V
R,326,1,S,9,14,3,2852,13276,949,V
R,326,2,T,11,2,7,11835,0,20741,De
R,326,2,D,14,1,2,12730,434,2936,De
