INDEX,TEAM,ROLE,E,A,D,DMG,H,MIT,RESULT
49,2,DAMAGE,19,3,8,9540,533,0,LOSE
49,2,SUPPORT,13,11,10,3485,10084,536,LOSE
49,2,SUPPORT,7,13,10,2523,11515,0,LOSE
50,1,TANK,18,2,1,5544,0,1510,WIN
50,1,DAMAGE,12,3,1,4512,0,0,WIN
50,1,DAMAGE,11,0,2,3023,0,0,WIN
50,1,SUPPORT,8,7,1,1774,3346,0,WIN
50,1,SUPPORT,3,13,0,632,4788,0,WIN
50,2,TANK,2,1,5,4236,0,4438,LOSE
50,2,DAMAGE,3,0,6,2365,301,0,LOSE
50,2,DAMAGE,3,0,5,2144,0,0,LOSE
50,2,SUPPORT,1,1,5,1588,3153,1536,LOSE
50,2,SUPPORT,0,2,4,269,4249,0,LOSE
51,1,TANK,15,1,9,10703,584,14251,WIN
51,1,DAMAGE,21,6,4,11595,0,0,WIN
51,1,DAMAGE,23,6,14,10088,0,0,WIN
51,1,SUPPORT,8,15,9,1785,12442,1302,WIN
51,1,SUPPORT,9,18,4,3098,8343,0,WIN
51,2,TANK,26,5,7,11538,1306,8824,LOSE
51,2,DAMAGE,14,4,13,7660,46,224,LOSE
51,2,DAMAGE,0,0,0,0,0,0,LOSE
51,2,SUPPORT,20,19,8,3904,10791,5455,LOSE
51,2,SUPPORT,15,12,9,3798,8535,221,LOSE
52,1,TANK,5,0,3,4767,0,5590,WIN
52,1,DAMAGE,10,0,0,3435,0,0,WIN
52,1,DAMAGE,6,0,3,2858,0,0,WIN
52,1,SUPPORT,3,3,2,985,3772,471,WIN
52,1,SUPPORT,0,9,1,0,5592,0,WIN
52,2,TANK,0,0,0,0,0,0,LOSE
52,2,DAMAGE,2,1,3,1974,0,0,LOSE
52,2,DAMAGE,6,2,3,3659,0,0,LOSE
52,2,SUPPORT,4,5,3,724,4218,43,LOSE
52,2,SUPPORT,4,3,2,649,2617,0,LOSE
53,1,TANK,18,7,2,5525,0,2397,WIN
53,1,DAMAGE,19,2,2,5298,0,0,WIN
53,1,DAMAGE,16,1,5,5934,1080,0,WIN
53,1,SUPPORT,0,14,3,7,3851,0,WIN
53,1,SUPPORT,10,8,5,3622,3131,211,WIN
53,2,TANK,8,2,6,4604,0,4224,LOSE
53,2,DAMAGE,8,2,7,4126,0,158,LOSE
53,2,DAMAGE,13,0,6,5293,0,328,LOSE
53,2,SUPPORT,2,8,6,529,5229,345,LOSE
53,2,SUPPORT,5,4,5,2303,4617,192,LOSE
54,1,TANK,21,0,4,9838,0,9520,WIN
54,1,DAMAGE,25,1,2,7905,0,0,WIN
54,1,DAMAGE,18,1,6,6677,0,1900,WIN
54,1,SUPPORT,16,21,1,2912,7343,677,WIN
54,1,SUPPORT,5,16,2,1264,6519,0,WIN
54,2,TANK,9,1,5,6346,0,8433,LOSE
54,2,DAMAGE,6,0,12,7082,0,759,LOSE
54,2,DAMAGE,3,1,11,2701,0,0,LOSE
54,2,SUPPORT,1,8,9,509,10115,0,LOSE
54,2,SUPPORT,6,3,7,5002,6043,203,LOSE
55,1,TANK,21,1,1,5285,0,4734,WIN
55,1,DAMAGE,18,1,1,6815,0,0,WIN
55,1,DAMAGE,13,0,1,5643,0,2858,WIN
55,1,SUPPORT,5,11,0,2317,4097,41,WIN
55,1,SUPPORT,0,18,0,0,4654,0,WIN
55,2,TANK,3,0,4,3785,0,3995,LOSE
55,2,DAMAGE,2,0,8,2855,250,530,LOSE
55,2,DAMAGE,1,0,8,2961,0,0,LOSE
55,2,SUPPORT,1,2,7,1408,3054,289,LOSE
55,2,SUPPORT,1,1,4,1386,5123,542,LOSE
56,1,TANK,33,4,4,10509,0,5654,WIN
56,1,DAMAGE,23,1,6,7386,0,0,WIN
56,1,DAMAGE,32,4,5,10213,1821,0,WIN
56,1,SUPPORT,11,25,4,2732,7352,0,WIN
56,1,SUPPORT,18,27,6,2628,8305,576,WIN
56,2,TANK,16,4,9,7708,0,6190,LOSE
56,2,DAMAGE,11,0,13,5695,514,264,LOSE
56,2,DAMAGE,12,0,10,7868,5,572,LOSE
56,2,SUPPORT,7,11,8,2873,10236,1295,LOSE
56,2,SUPPORT,3,12,9,875,9085,0,LOSE
57,1,TANK,20,3,5,11165,0,19121,WIN
57,1,DAMAGE,17,0,2,6427,0,0,WIN
57,1,DAMAGE,18,5,5,8430,0,0,WIN
57,1,SUPPORT,10,18,2,3365,11769,877,WIN
57,1,SUPPORT,8,12,5,1260,7081,623,WIN
57,2,TANK,4,1,6,5251,0,8015,LOSE
57,2,DAMAGE,9,0,10,7411,184,48,LOSE
57,2,DAMAGE,14,0,7,7725,0,1567,LOSE
57,2,SUPPORT,12,6,2,3752,11170,981,LOSE
57,2,SUPPORT,5,7,9,4554,7558,1857,LOSE
58,1,TANK,24,3,6,12837,851,7036,WIN
58,1,DAMAGE,20,0,4,7654,0,0,WIN
58,1,DAMAGE,18,0,12,10512,1013,0,WIN
58,1,SUPPORT,13,14,5,5242,5165,579,WIN
58,1,SUPPORT,2,25,5,132,11067,793,WIN
58,2,TANK,14,2,6,8223,5314,2501,LOSE
58,2,DAMAGE,16,0,8,8324,0,199,LOSE
58,2,DAMAGE,17,0,8,10469,2466,0,LOSE
58,2,SUPPORT,5,15,8,1903,7114,0,LOSE
58,2,SUPPORT,3,16,7,7409,9240,275,LOSE
59,1,TANK,11,4,1,4461,0,2492,WIN
59,1,DAMAGE,12,0,0,3904,0,0,WIN
59,1,DAMAGE,14,0,1,5389,0,19,WIN
59,1,SUPPORT,2,8,1,1283,3795,30,WIN
59,1,SUPPORT,8,11,1,1472,5446,1404,WIN
59,2,TANK,3,1,6,4143,0,4545,LOSE
59,2,DAMAGE,3,0,5,3718,437,70,LOSE
59,2,DAMAGE,4,3,2,2172,1071,0,LOSE
59,2,SUPPORT,0,1,2,1298,5378,300,LOSE
59,2,SUPPORT,0,1,3,1781,3314,504,LOSE
60,1,TANK,10,6,0,2881,314,914,WIN
60,1,DAMAGE,11,0,0,2143,0,0,WIN
60,1,DAMAGE,9,0,0,2242,0,70,WIN
60,1,SUPPORT,3,5,0,446,1938,158,WIN
60,1,SUPPORT,5,5,0,508,2394,10,WIN
60,2,TANK,0,0,3,1158,0,1800,LOSE
60,2,DAMAGE,0,0,3,1750,0,0,LOSE
60,2,DAMAGE,0,0,4,1407,0,226,LOSE
60,2,SUPPORT,0,0,3,275,1569,0,LOSE
60,2,SUPPORT,0,0,3,1249,1946,0,LOSE
61,1,TANK,27,3,8,15214,2935,22384,WIN
61,1,DAMAGE,29,0,8,8734,0,0,WIN
61,1,DAMAGE,36,9,8,11736,1840,16,WIN
61,1,SUPPORT,18,24,6,4761,11402,233,WIN
61,1,SUPPORT,6,23,7,1950,16527,890,WIN
61,2,TANK,22,4,8,15591,0,9981,LOSE
61,2,DAMAGE,21,1,12,12451,251,207,LOSE
61,2,DAMAGE,20,4,10,13899,305,186,LOSE
61,2,SUPPORT,3,13,11,1025,9787,470,LOSE
61,2,SUPPORT,13,18,8,6025,16232,1267,LOSE
62,1,TANK,39,8,6,10233,0,15375,WIN
62,1,DAMAGE,49,0,2,10556,0,0,WIN
62,1,DAMAGE,40,1,11,11519,672,370,WIN
62,1,SUPPORT,12,28,7,2604,10849,466,WIN
62,1,SUPPORT,52,22,2,16254,17248,0,WIN
62,2,TANK,21,4,14,14122,1124,9196,LOSE
62,2,DAMAGE,10,5,12,8873,228,0,LOSE
62,2,DAMAGE,15,0,13,15128,0,355,LOSE
62,2,SUPPORT,10,17,17,4359,10915,2209,LOSE
62,2,SUPPORT,2,14,8,1357,16977,699,LOSE
63,1,TANK,23,8,7,9581,0,23749,WIN
63,1,DAMAGE,20,0,2,8979,0,0,WIN
63,1,DAMAGE,27,2,7,14282,1863,0,WIN
63,1,SUPPORT,11,17,6,3508,13135,585,WIN
63,1,SUPPORT,22,14,8,8110,8389,1052,WIN
63,2,TANK,18,5,5,11466,0,14112,LOSE
63,2,DAMAGE,16,0,10,9217,0,1001,LOSE
63,2,DAMAGE,23,0,11,13616,1897,124,LOSE
63,2,SUPPORT,2,21,7,550,15623,618,LOSE
63,2,SUPPORT,9,15,8,2155,13073,1031,LOSE
64,1,TANK,6,1,1,4935,0,1896,WIN
64,1,DAMAGE,4,0,1,2540,0,0,WIN
64,1,DAMAGE,5,0,4,2127,0,1440,WIN
64,1,SUPPORT,0,2,1,225,2644,58,WIN
64,1,SUPPORT,0,4,2,0,3927,0,WIN
64,2,TANK,6,3,1,3472,0,1285,LOSE
64,2,DAMAGE,7,0,2,3210,0,0,LOSE
64,2,DAMAGE,0,0,0,0,0,0,LOSE
64,2,SUPPORT,1,3,2,356,2152,64,LOSE
64,2,SUPPORT,3,5,0,1283,2749,249,LOSE
65,1,TANK,22,11,3,8591,0,11045,WIN
65,1,DAMAGE,18,0,5,6721,0,0,WIN
65,1,DAMAGE,17,4,9,7580,0,1852,WIN
65,1,SUPPORT,15,13,4,3152,10147,1423,WIN
65,1,SUPPORT,14,17,4,1927,8554,0,WIN
65,2,TANK,18,1,9,7487,0,15140,LOSE
65,2,DAMAGE,14,6,7,7275,537,309,LOSE
65,2,DAMAGE,12,0,3,9033,0,139,LOSE
65,2,SUPPORT,9,13,6,4820,7601,254,LOSE
65,2,SUPPORT,0,0,0,0,0,0,LOSE
66,1,TANK,18,5,5,9379,0,6756,WIN
66,1,DAMAGE,20,0,4,9450,0,0,WIN
66,1,DAMAGE,24,1,3,10186,0,3547,WIN
66,1,SUPPORT,15,13,7,4467,8005,3030,WIN
66,1,SUPPORT,1,23,2,362,12282,398,WIN
66,2,TANK,14,5,7,9679,0,5848,LOSE
66,2,DAMAGE,13,3,6,7295,821,747,LOSE
66,2,DAMAGE,11,0,10,7228,0,1184,LOSE
66,2,SUPPORT,10,8,9,2972,8426,163,LOSE
66,2,SUPPORT,9,7,5,5028,11130,0,LOSE
67,1,TANK,12,7,3,4461,0,3607,WIN
67,1,DAMAGE,11,1,6,3685,0,0,WIN
67,1,DAMAGE,15,0,0,5461,0,50,WIN
67,1,SUPPORT,4,8,0,998,5863,219,WIN
67,1,SUPPORT,14,9,1,4386,3004,0,WIN
67,2,TANK,3,1,4,4033,0,9299,LOSE
67,2,DAMAGE,6,0,8,4340,0,0,LOSE
67,2,DAMAGE,7,0,6,3992,351,276,LOSE
67,2,SUPPORT,2,3,7,945,5097,48,LOSE
67,2,SUPPORT,0,7,4,356,5366,0,LOSE
68,1,TANK,37,9,3,11654,86,13456,WIN
68,1,DAMAGE,21,2,7,10480,0,714,WIN
68,1,DAMAGE,29,2,7,7492,0,254,WIN
68,1,SUPPORT,18,24,1,3028,18813,1638,WIN
68,1,SUPPORT,22,28,5,6832,11858,140,WIN
68,2,TANK,13,3,9,8922,0,22584,LOSE
68,2,DAMAGE,11,1,14,14389,0,41,LOSE
68,2,DAMAGE,14,2,10,15120,225,676,LOSE
68,2,SUPPORT,0,17,10,460,14261,0,LOSE
68,2,SUPPORT,4,7,10,3413,7968,1233,LOSE
69,1,TANK,21,3,6,11368,0,12270,WIN
69,1,DAMAGE,21,0,1,8722,0,0,WIN
69,1,DAMAGE,21,13,4,6968,1450,10,WIN
69,1,SUPPORT,13,17,6,4076,7705,1706,WIN
69,1,SUPPORT,1,22,4,67,12375,287,WIN
69,2,TANK,13,6,7,10209,605,3482,LOSE
69,2,DAMAGE,16,0,6,7791,85,0,LOSE
69,2,DAMAGE,12,1,6,8599,1172,1076,LOSE
69,2,SUPPORT,8,9,7,3448,9705,2549,LOSE
69,2,SUPPORT,2,13,3,304,8751,0,LOSE
70,1,TANK,15,4,2,4142,0,7194,WIN
70,1,DAMAGE,14,4,2,3846,0,0,WIN
70,1,DAMAGE,15,0,2,4124,0,200,WIN
70,1,SUPPORT,7,15,2,800,3277,62,WIN
70,1,SUPPORT,10,15,1,1268,4260,0,WIN
70,2,TANK,5,1,6,2373,0,0,LOSE
70,2,DAMAGE,6,0,4,2984,0,754,LOSE
70,2,DAMAGE,1,7,4,1754,2514,1234,LOSE
70,2,SUPPORT,2,2,3,858,2641,451,LOSE
70,2,SUPPORT,0,0,0,0,0,0,LOSE
71,1,TANK,41,15,9,13649,0,16818,WIN
71,1,DAMAGE,34,0,4,10867,0,0,WIN
71,1,DAMAGE,32,6,11,10645,1855,955,WIN
71,1,SUPPORT,15,31,7,4171,13327,112,WIN
71,1,SUPPORT,22,35,4,6590,17835,1978,WIN
71,2,TANK,21,3,9,13612,1477,13299,LOSE
71,2,DAMAGE,19,0,15,11064,272,84,LOSE
71,2,DAMAGE,22,2,11,13069,0,911,LOSE
71,2,SUPPORT,16,23,10,6779,11624,285,LOSE
71,2,SUPPORT,6,20,9,3402,14969,1023,LOSE
